"HD","Star"
"65551",""
"65575",""
"65626","AE Lyn"
"65662",""
"65685",""
"65695",""
"65699",""
"65714",""
"65750","V341 Car"
"65759",""
"65810",""
"65818","V Pup"
"65856",""
"65873",""
"65900",""
"65904",""
"65907",""
"65925",""
"65953","V645 Mon"
"66141",""
"66194","V374 Car"
"66210",""
"66216",""
"66255","PY Pup"
"66342",""
"66358",""
"66441",""
"66591",""
"66598",""
"66624","V336 Pup"
"66664",""
"66811","Naos"
"66824",""
"66834",""
"66875","BL Cnc"
"66888","MZ Pup"
"67006",""
"67224",""
"67228",""
"67249",""
"67364",""
"67447",""
"67456",""
"67483",""
"67523","Tureis"
"67536","V375 Car"
"67582",""
"67594",""
"67690",""
"67767",""
"67797",""
"67880",""
"67888","PQ Pup"
"68077",""
"68146",""
"68161",""
"68217",""
"68243",""
"68255",""
"68256",""
"68257","Tegmine"
"68273",""
"68290",""
"68312",""
"68324","IS Vel"
"68351","BM Cnc"
"68375",""
"68434",""
"68456",""
"68457",""
"68520",""
"68553","NS Pup"
"68601",""
"68657",""
"68752",""
"68808","AH Vel"
"68930",""
"68951",""
"68980","MX Pup"
"69081","OS Pup"
"69123",""
"69142",""
"69144",""
"69148",""
"69194",""
"69243","R Cnc"
"69267",""
"69302",""
"69548",""
"69665",""
"69830",""
"69863",""
"69897",""
"69994",""
"69997","HQ Hya"
"70002",""
"70011",""
"70060",""
"70272",""
"70313",""
"70442",""
"70514",""
"70523",""
"70555",""
"70556",""
"70569",""
"70652",""
"70673",""
"70734",""
"70761",""
"70839",""
"70930",""
"70958",""
"71030",""
"71043",""
"71046",""
"71066",""
"71088",""
"71093",""
"71095",""
"71115",""
"71115",""
"71129","Avior"
"71141",""
"71150",""
"71151",""
"71152",""
"71153",""
"71155",""
"71176",""
"71196",""
"71243",""
"71250","BP Cnc"
"71267",""
"71297","LM Hya"
"71302",""
"71369","Muscida"
"71377",""
"71459",""
"71487","NO Pup"
"71496","CX Cnc"
"71510",""
"71555",""
"71576",""
"71581","VV Pyx"
"71663","LO Hya"
"71701",""
"71766",""
"71801",""
"71863",""
"71878",""
"71935","GU Vel"
"72037",""
"72041",""
"72067",""
"72094",""
"72108",""
"72184",""
"72227",""
"72232",""
"72291",""
"72292",""
"72310",""
"72324",""
"72337",""
"72359",""
"72524",""
"72561",""
"72660",""
"72688","VX Pyx"
"72779",""
"72832",""
"72905",""
"72922",""
"72945",""
"72968","HV Hya"
"73017",""
"73072",""
"73108",""
"73143",""
"73155",""
"73171",""
"73192",""
"73262",""
"73316",""
"73340","HV Vel"
"73389",""
"73390",""
"73471",""
"73495",""
"73575",""
"73593",""
"73634",""
"73665",""
"73666",""
"73731",""
"73752",""
"73785",""
"73840",""
"73887",""
"73898",""
"74006",""
"74067",""
"74071","HW Vel"
"74137",""
"74146",""
"74167",""
"74180",""
"74195","o Vel"
"74196",""
"74198","Asellus Borealis"
"74228",""
"74272",""
"74273",""
"74280",""
"74371",""
"74375","V343 Car"
"74395",""
"74405",""
"74442","Asellus Australis"
"74455","HX Vel"
"74485",""
"74521","BI Cnc"
"74535","KT Vel"
"74560","HY Vel"
"74575",""
"74591",""
"74738",""
"74739",""
"74753",""
"74772",""
"74794",""
"74824",""
"74873",""
"74874",""
"74918",""
"74956",""
"74988",""
"75063",""
"75137",""
"75149",""
"75276",""
"75311","V344 Car"
"75333","KX Hya"
"75416",""
"75486",""
"75506",""
"75523",""
"75528",""
"75556",""
"75558",""
"75605",""
"75629",""
"75630",""
"75654","HZ Vel"
"75691",""
"75698",""
"75710",""
"75716","BO Cnc"
"75732","Copernicus"
"75737",""
"75747","RS Cha"
"75759",""
"75821",""
"75925",""
"75958",""
"75959",""
"76110",""
"76113",""
"76143",""
"76161",""
"76219",""
"76221","X Cnc"
"76236",""
"76291",""
"76292",""
"76294",""
"76346",""
"76351",""
"76360",""
"76369",""
"76370",""
"76376",""
"76398",""
"76483",""
"76538",""
"76543",""
"76566","IY Vel"
"76572",""
"76579",""
"76582",""
"76644","Talitha"
"76653",""
"76728",""
"76756","Acubens"
"76805",""
"76813",""
"76827",""
"76932",""
"76943",""
"77002","V376 Car"
"77020",""
"77104",""
"77140","FZ Vel"
"77190",""
"77258",""
"77309",""
"77320","IU Vel"
"77327",""
"77350",""
"77353",""
"77370",""
"77445",""
"77475","IZ Vel"
"77557",""
"77601",""
"77615",""
"77653",""
"77800",""
"77887",""
"77912",""
"77996",""
"78004",""
"78045",""
"78154",""
"78209",""
"78235",""
"78316",""
"78347",""
"78362",""
"78366",""
"78418",""
"78515",""
"78541",""
"78556",""
"78647","Suhail"
"78668",""
"78702",""
"78712","RS Cnc"
"78715",""
"78732",""
"78764","V345 Car"
"78791",""
"78922",""
"78935",""
"79009",""
"79028",""
"79096",""
"79158",""
"79181",""
"79186","GX Vel"
"79193","KW Hya"
"79241",""
"79275",""
"79351","V357 Car"
"79354",""
"79416","KL Vel"
"79439","DD UMa"
"79447",""
"79452",""
"79469",""
"79554",""
"79621",""
"79694",""
"79698",""
"79735",""
"79763",""
"79807",""
"79837",""
"79846",""
"79910",""
"79917",""
"79931",""
"79940",""
"80007","Miaplacidus"
"80050",""
"80081",""
"80094",""
"80105",""
"80108",""
"80170",""
"80218",""
"80230",""
"80290",""
"80390","CG UMa"
"80404","Aspidiske"
"80456",""
"80479",""
"80493",""
"80499",""
"80558",""
"80586",""
"80671",""
"80874",""
"80950",""
"80951",""
"81009","KU Hya"
"81034",""
"81101",""
"81136",""
"81146",""
"81157",""
"81169",""
"81188",""
"81420",""
"81567",""
"81613",""
"81688","Intercrus"
"81728",""
"81797","Alphard"
"81799",""
"81809",""
"81817",""
"81830",""
"81848",""
"81858",""
"81873",""
"81937",""
"81997",""
"82077",""
"82087",""
"82150",""
"82189",""
"82198",""
"82205",""
"82210","DK UMa"
"82232",""
"82308",""
"82328",""
"82347",""
"82350",""
"82381",""
"82383",""
"82384",""
"82395",""
"82406",""
"82419",""
"82434",""
"82446",""
"82513",""
"82514",""
"82522",""
"82536",""
"82554",""
"82573",""
"82610","S Ant"
"82621",""
"82635","SU LMi"
"82660",""
"82668","N Vel"
"82694",""
"82734",""
"82741",""
"82747",""
"82870",""
"82885","SV LMi"
"82901","R Car"
"83023",""
"83058",""
"83069",""
"83095",""
"83126",""
"83183",""
"83189",""
"83240",""
"83273",""
"83287",""
"83332",""
"83343",""
"83368","IM Vel"
"83373",""
"83380",""
"83425",""
"83441",""
"83446",""
"83489",""
"83506",""
"83520",""
"83548",""
"83618",""
"83650",""
"83754",""
"83787","DR Leo"
"83805",""
"83808","Subra"
"83821",""
"83944",""
"83951",""
"83953",""
"83979",""
"84107",""
"84117",""
"84121",""
"84152",""
"84179",""
"84194",""
"84228",""
"84335","CS UMa"
"84367",""
"84400","IP Vel"
"84441",""
"84453",""
"84461",""
"84542",""
"84561",""
"84607",""
"84722",""
"84737",""
"84748","R Leo"
"84810","l Car"
"84816",""
"84999",""
"85029",""
"85040","DG Leo"
"85123",""
"85124",""
"85206",""
"85217",""
"85235",""
"85268",""
"85355",""
"85364",""
"85376",""
"85396",""
"85444",""
"85483",""
"85503","Rasalas"
"85504",""
"85558",""
"85563",""
"85622",""
"85655",""
"85656",""
"85709",""
"85762",""
"85795","SY UMa"
"85841",""
"85859",""
"85945",""
"85951",""
"85953",""
"85980",""
"86012",""
"86080",""
"86087",""
"86146",""
"86267",""
"86360",""
"86378",""
"86440",""
"86466","IV Vel"
"86513",""
"86611",""
"86629",""
"86655",""
"86663",""
"86728",""
"87015",""
"87141",""
"87283",""
"87301",""
"87427",""
"87504",""
"87682",""
"87696",""
"87737",""
"87783",""
"87808",""
"87816","R Vel"
"87837",""
"87887",""
"87901","Regulus"
"87971",""
"88195",""
"88206",""
"88215",""
"88231",""
"88284",""
"88323",""
"88333",""
"88351",""
"88355",""
"88366","S Car"
"88399",""
"88473",""
"88547",""
"88647","V368 Car"
"88651","U UMa"
"88661","QY Car"
"88697",""
"88764",""
"88786",""
"88809",""
"88824",""
"88842",""
"88955",""
"88960",""
"88981",""
"88983",""
"88986",""
"89010",""
"89021","Tania Borealis"
"89024",""
"89025","Adhafera"
"89056",""
"89062",""
"89080",""
"89125",""
"89254",""
"89273","GY Vel"
"89343",""
"89353","AG Ant"
"89388","V337 Car"
"89449",""
"89461",""
"89484","Algieba"
"89485",""
"89569",""
"89571",""
"89682","GZ Vel"
"89688","RS Sex"
"89736",""
"89744",""
"89758","Tania Australis"
"89774",""
"89822",""
"89890",""
"89904",""
"89962",""
"89998",""
"90040",""
"90044","SS Sex"
"90089",""
"90132",""
"90250",""
"90254","DE Leo"
"90264",""
"90277",""
"90362",""
"90432",""
"90454",""
"90473",""
"90485",""
"90537",""
"90569","CX Leo"
"90589",""
"90610",""
"90633",""
"90677",""
"90772","V399 Car"
"90839",""
"90840",""
"90853",""
"90874",""
"90882",""
"90957",""
"90972",""
"90994",""
"91011",""
"91056",""
"91120",""
"91130",""
"91190",""
"91232",""
"91312",""
"91316",""
"91324",""
"91355",""
"91356",""
"91365",""
"91369",""
"91375",""
"91437",""
"91465","PP Car"
"91480",""
"91496",""
"91504",""
"91550",""
"91612",""
"91619","V369 Car"
"91636","TX Leo"
"91752",""
"91793","U Ant"
"91880",""
"91889",""
"91942",""
"92000",""
"92036",""
"92055","U Hya"
"92063",""
"92095",""
"92125",""
"92139",""
"92168",""
"92207","V370 Car"
"92214",""
"92287",""
"92305",""
"92354",""
"92397",""
"92424",""
"92449",""
"92449",""
"92523",""
"92588",""
"92620","RX LMi"
"92664","V364 Car"
"92728",""
"92749",""
"92763",""
"92769",""
"92787",""
"92825",""
"92839","VY UMa"
"92841",""
"92845",""
"92938",""
"92964",""
"93030",""
"93070",""
"93075",""
"93102",""
"93132",""
"93152",""
"93163",""
"93194",""
"93237",""
"93244",""
"93257",""
"93291",""
"93308",""
"93397",""
"93497",""
"93540",""
"93549",""
"93563",""
"93607",""
"93636",""
"93655",""
"93657",""
"93702",""
"93742",""
"93765",""
"93779",""
"93813",""
"93833",""
"93845",""
"93859",""
"93875",""
"93903",""
"93905",""
"94014",""
"94132",""
"94247",""
"94264",""
"94334",""
"94367",""
"94388",""
"94402",""
"94480",""
"94481",""
"94497",""
"94510",""
"94600",""
"94601",""
"94602",""
"94660","KQ Vel"
"94672",""
"94683",""
"94705","VY Leo"
"94747",""
"94776","T Car"
"94890",""
"94985","IW Vel"
"95109","U Car"
"95128","Chalawan"
"95212",""
"95221",""
"95234",""
"95272","Alkes"
"95310",""
"95314",""
"95345",""
"95347",""
"95370",""
"95382",""
"95418","Merak"
"95578",""
"95608",""
"95689","Dubhe"
"95735",""
"95808",""
"95849",""
"95934",""
"96094",""
"96097",""
"96113",""
"96124",""
"96146",""
"96202",""
"96314",""
"96418",""
"96436",""
"96528",""
"96566",""
"96616","V815 Cen"
"96706",""
"96738",""
"96813","CO UMa"
"96819",""
"96833",""
"96834",""
"96918","V382 Car"
"96919","V371 Car"
"97023",""
"97277",""
"97411",""
"97495",""
"97534",""
"97576",""
"97583",""
"97585",""
"97603","Zosma"
"97605",""
"97633","Chertan"
"97651",""
"97670",""
"97778",""
"97907",""
"97989",""
"98058",""
"98088","SV Crt"
"98118",""
"98230",""
"98231","Alula Australis"
"98262","Alula Borealis"
"98353",""
"98366",""
"98430",""
"98560",""
"98664",""
"98718",""
"98824",""
"98839",""
"98991",""
"98993",""
"99022",""
"99028",""
"99055",""
"99103",""
"99104",""
"99167",""
"99196",""
"99211",""
"99264",""
"99283",""
"99285",""
"99322",""
"99329",""
"99333",""
"99453",""
"99453",""
"99491",""
"99556",""
"99564",""
"99574",""
"99648",""
"99747",""
"99787",""
"99803",""
"99902",""
"99922",""
"99967","EE UMa"
"99984",""
"99998",""
"100006",""
"100029",""
"100180",""
"100198","V809 Cen"
"100203",""
"100261",""
"100262",""
"100286",""
"100287",""
"100343",""
"100378",""
"100382",""
"100393",""
"100407",""
"100493",""
"100563",""
"100600",""
"100615",""
"100623",""
"100673",""
"100696",""
"100708",""
"100733","V763 Cen"
"100808",""
"100825",""
"100841",""
"100889",""
"100893",""
"100920",""
"100929",""
"101021",""
"101067",""
"101107",""
"101132",""
"101133",""
"101153",""
"101162",""
"101189",""
"101198",""
"101379","GT Mus"
"101431",""
"101484",""
"101501",""
"101541",""
"101570",""
"101606",""
"101615",""
"101666",""
"101673",""
"101883",""
"101947","V810 Cen"
"102070",""
"102124",""
"102212",""
"102224",""
"102232",""
"102249",""
"102328",""
"102350",""
"102365",""
"102461",""
"102509","DQ Leo"
"102510",""
"102584",""
"102590",""
"102620","II Hya"
"102647","Denebola"
"102713",""
"102776",""
"102839",""
"102870","Zavijava"
"102878",""
"102928",""
"102964",""
"103026",""
"103056",""
"103079",""
"103095","CF UMa"
"103101",""
"103192",""
"103287","Phecda"
"103462",""
"103483","DN UMa"
"103484",""
"103498",""
"103516",""
"103578",""
"103596",""
"103605",""
"103632",""
"103789","LV Hya"
"103884",""
"103961",""
"104035",""
"104075",""
"104132",""
"104174",""
"104181",""
"104304",""
"104321",""
"104337",""
"104438",""
"104452",""
"104513","DP UMa"
"104600",""
"104671",""
"104731",""
"104747",""
"104827",""
"104841",""
"104878",""
"104902",""
"104933",""
"104979",""
"104985","Tonatiuh"
"105211",""
"105340",""
"105382",""
"105416",""
"105435",""
"105452","Alchiba"
"105509","V788 Cen"
"105521","V817 Cen"
"105639",""
"105702",""
"105707",""
"105778",""
"105805",""
"105850",""
"105937",""
"105943",""
"105981",""
"106002",""
"106057",""
"106068",""
"106111","S Mus"
"106112",""
"106221",""
"106231",""
"106251",""
"106321",""
"106478",""
"106485",""
"106490",""
"106574",""
"106591","Megrez"
"106625","Gienah"
"106661",""
"106677","DK Dra"
"106690",""
"106714",""
"106760",""
"106849",""
"106884",""
"106887",""
"106911",""
"106927",""
"106927",""
"106983",""
"107070",""
"107079",""
"107131","FM Com"
"107168",""
"107193",""
"107199",""
"107213",""
"107259","Zaniah"
"107274",""
"107276",""
"107295",""
"107325",""
"107328",""
"107348",""
"107383",""
"107418",""
"107446",""
"107465",""
"107543",""
"107566",""
"107567",""
"107696",""
"107700",""
"107705",""
"107815",""
"107832",""
"107860",""
"107904","AI CVn"
"107950",""
"107966","GN Com"
"108107",""
"108114",""
"108135",""
"108225",""
"108248","Acrux"
"108249",""
"108250",""
"108257",""
"108283",""
"108323",""
"108346",""
"108381",""
"108382",""
"108396","BL Cru"
"108483",""
"108502",""
"108506","FT Vir"
"108541",""
"108651",""
"108662","AI Com"
"108722",""
"108732",""
"108765",""
"108767","Algorab"
"108821",""
"108844",""
"108845",""
"108861",""
"108903","Gacrux"
"108907","CQ Dra"
"108925",""
"108945","UU Com"
"108968","BG Cru"
"108970",""
"109000",""
"109026",""
"109085",""
"109141",""
"109217",""
"109272",""
"109307",""
"109309",""
"109317",""
"109358","Chara"
"109372",""
"109379",""
"109387",""
"109409",""
"109485",""
"109510",""
"109511",""
"109519",""
"109536",""
"109551",""
"109573",""
"109573",""
"109585","TU Crv"
"109668",""
"109704",""
"109729","T UMa"
"109742",""
"109787",""
"109799",""
"109896","FW Vir"
"109914","R Vir"
"109931",""
"109960",""
"109980",""
"110014",""
"110020","FH Mus"
"110024",""
"110066","AX CVn"
"110073",""
"110287",""
"110304",""
"110311","R Mus"
"110317",""
"110318",""
"110335",""
"110377","GG Vir"
"110379","Porrima"
"110380",""
"110411",""
"110418",""
"110423",""
"110432","BZ Cru"
"110458",""
"110462",""
"110506",""
"110646",""
"110666",""
"110829",""
"110879",""
"110897",""
"110914","Y CVn"
"110951","FM Vir"
"110956",""
"111028",""
"111032",""
"111067",""
"111123","Mimosa"
"111133","EP Vir"
"111164",""
"111166",""
"111239",""
"111270",""
"111295",""
"111308",""
"111315",""
"111335",""
"111397",""
"111421",""
"111456",""
"111469",""
"111482",""
"111588",""
"111597",""
"111604",""
"111613",""
"111685","Barnard's"
"111765",""
"111774",""
"111812",""
"111862",""
"111884",""
"111904",""
"111915",""
"111968",""
"111973",""
"111998",""
"112014",""
"112028",""
"112033",""
"112044","S Cru"
"112078",""
"112091",""
"112092",""
"112097",""
"112131",""
"112142",""
"112164",""
"112185","Alioth"
"112213",""
"112219",""
"112244",""
"112264","TU CVn"
"112300",""
"112374","LN Hya"
"112409",""
"112412",""
"112413","Cor Caroli"
"112429",""
"112559",""
"112769",""
"112846",""
"112985",""
"112989",""
"112992",""
"113049",""
"113092",""
"113095",""
"113120",""
"113139",""
"113226","Vindemiatrix"
"113314",""
"113459",""
"113523","V789 Cen"
"113703",""
"113778",""
"113778",""
"113791",""
"113797",""
"113847",""
"113848",""
"113852",""
"113866","FS Com"
"113902",""
"113904",""
"113955",""
"113996",""
"114038",""
"114113",""
"114149",""
"114256",""
"114287",""
"114326",""
"114330",""
"114365","V824 Cen"
"114371",""
"114376",""
"114378",""
"114379",""
"114435",""
"114447",""
"114474",""
"114529","V831 Cen"
"114533",""
"114570",""
"114613",""
"114642",""
"114642",""
"114710",""
"114772",""
"114780",""
"114835",""
"114837",""
"114846",""
"114911",""
"114946",""
"114971",""
"115004",""
"115046",""
"115062",""
"115202",""
"115211",""
"115271",""
"115308","DK Vir"
"115310",""
"115331",""
"115383",""
"115478",""
"115521",""
"115604","AO CVn"
"115617",""
"115659",""
"115723",""
"115735","BK CVn"
"115823",""
"115892",""
"115903",""
"115912",""
"116010",""
"116072","V790 Cen"
"116084",""
"116087",""
"116160",""
"116235",""
"116243",""
"116244",""
"116292",""
"116365",""
"116457",""
"116458",""
"116568",""
"116579",""
"116656","Mizar"
"116657",""
"116658","Spica"
"116706",""
"116713",""
"116831",""
"116835",""
"116842","Alcor"
"116870",""
"116890","EZ Mus"
"116957",""
"116968",""
"116976",""
"117150",""
"117176",""
"117187",""
"117187",""
"117287","R Hya"
"117304",""
"117360","S Cha"
"117374",""
"117374",""
"117376",""
"117436",""
"117440",""
"117566",""
"117661","HX Vir"
"117675",""
"117716",""
"117789",""
"117818",""
"117833","S Vir"
"117878",""
"118022","CW Vir"
"118054",""
"118098",""
"118214",""
"118216","BH CVn"
"118219",""
"118232",""
"118261",""
"118338",""
"118349",""
"118354",""
"118508",""
"118623",""
"118646",""
"118666",""
"118716",""
"118767","V744 Cen"
"118781","V765 Cen"
"118799",""
"118889",""
"118904",""
"118978",""
"118991",""
"119024",""
"119055",""
"119090","T Cen"
"119126",""
"119149",""
"119159",""
"119213","CQ UMa"
"119228",""
"119250",""
"119361",""
"119419","V827 Cen"
"119425",""
"119458",""
"119476",""
"119605",""
"119634",""
"119752",""
"119756",""
"119786",""
"119796","V766 Cen"
"119834",""
"119853",""
"119921",""
"119938",""
"119971",""
"120047",""
"120048",""
"120052",""
"120064",""
"120084",""
"120136",""
"120164",""
"120198","CR UMa"
"120213",""
"120307",""
"120315","Alkaid"
"120323","V806 Cen"
"120324",""
"120404",""
"120420",""
"120452",""
"120477",""
"120499","R CVn"
"120539",""
"120565",""
"120640",""
"120642",""
"120709",""
"120710",""
"120787",""
"120819",""
"120908",""
"120913",""
"120933","AW CVn"
"120955",""
"120987",""
"120991","V767 Cen"
"121107",""
"121130","CU Dra"
"121164",""
"121190",""
"121263",""
"121299",""
"121370","Muphrid"
"121409",""
"121416",""
"121474",""
"121607",""
"121710",""
"121743",""
"121790",""
"121847",""
"121853",""
"121932",""
"121946",""
"121996",""
"122066",""
"122223",""
"122250",""
"122365",""
"122405",""
"122408",""
"122430",""
"122438",""
"122451","Hadar"
"122532","V828 Cen"
"122980",""
"123123",""
"123139","Menkent"
"123177",""
"123255",""
"123299","Thuban"
"123515",""
"123569",""
"123630",""
"123657","BY Boo"
"123782","CF Boo"
"123934","ET Vir"
"123998",""
"123999",""
"124063",""
"124147",""
"124195","V716 Cen"
"124206",""
"124224","CU Vir"
"124294",""
"124367","V795 Cen"
"124425",""
"124433",""
"124471",""
"124547",""
"124570",""
"124601","R Cen"
"124674",""
"124675",""
"124679",""
"124681","FS Vir"
"124683",""
"124730",""
"124771",""
"124850","Syrma"
"124882",""
"124897","Arcturus"
"124953","CN Boo"
"125158",""
"125161",""
"125162",""
"125180",""
"125238",""
"125248","CS Vir"
"125276",""
"125283",""
"125288",""
"125337",""
"125351",""
"125383",""
"125442",""
"125451",""
"125454",""
"125473",""
"125560",""
"125628",""
"125745",""
"125823","V761 Cen"
"125835",""
"125869",""
"125932",""
"126035",""
"126129",""
"126200",""
"126218",""
"126241",""
"126248",""
"126341",""
"126354",""
"126504",""
"126660",""
"126661",""
"126722",""
"126769",""
"126862",""
"126868",""
"126927",""
"126981",""
"126983",""
"127167",""
"127193",""
"127243",""
"127297","V Cen"
"127381",""
"127486",""
"127501",""
"127665",""
"127700",""
"127739",""
"127762","Seginus"
"127971",""
"127972",""
"127986","CP Boo"
"128000",""
"128068",""
"128167",""
"128167",""
"128207",""
"128266",""
"128333","CH Boo"
"128345",""
"128609",""
"128620","Rigil Kentaurus"
"128621",""
"128750",""
"128898",""
"128902",""
"128974",""
"128998",""
"129002",""
"129056",""
"129078",""
"129116",""
"129153",""
"129174",""
"129175",""
"129246",""
"129247",""
"129252",""
"129312",""
"129336",""
"129422",""
"129433",""
"129456",""
"129502",""
"129557","BU Cir"
"129685",""
"129712","W Boo"
"129723","BP Oct"
"129798","DL Dra"
"129846",""
"129858",""
"129893",""
"129926",""
"129944",""
"129954",""
"129956",""
"129972",""
"129978",""
"129988",""
"129989","Izar"
"130055",""
"130109",""
"130144",""
"130158",""
"130259",""
"130274",""
"130328","V768 Cen"
"130458",""
"130529",""
"130559",""
"130650",""
"130694",""
"130701","AX Cir"
"130807",""
"130819",""
"130841","Zubenelgenubi"
"130917",""
"130945","Merga"
"130948",""
"130952",""
"131041",""
"131058",""
"131109","R Aps"
"131111",""
"131120",""
"131156",""
"131246",""
"131342",""
"131425",""
"131430",""
"131432",""
"131492",""
"131507",""
"131530",""
"131562",""
"131596",""
"131625",""
"131657",""
"131873","Kochab"
"131918",""
"131951",""
"131977",""
"132052",""
"132058",""
"132132",""
"132146",""
"132200",""
"132219",""
"132230",""
"132254",""
"132345",""
"132525",""
"132604",""
"132742",""
"132772",""
"132813","RR UMi"
"132833",""
"132851",""
"132905",""
"132933",""
"132955",""
"133002",""
"133029","BX Boo"
"133086",""
"133124",""
"133165",""
"133208","Nekkar"
"133216",""
"133220","GM Lup"
"133242",""
"133243",""
"133340",""
"133388",""
"133392",""
"133582",""
"133621",""
"133631",""
"133640","i Boo"
"133652",""
"133683",""
"133774",""
"133800",""
"133880","HR Lup"
"133937",""
"133955",""
"133962",""
"134022",""
"134083",""
"134190",""
"134255",""
"134270",""
"134320",""
"134335",""
"134373",""
"134453","X TrA"
"134481",""
"134482",""
"134505",""
"134687",""
"134759",""
"134877",""
"134943","FL Ser"
"134967",""
"134987",""
"135051",""
"135153",""
"135160",""
"135230",""
"135235",""
"135240",""
"135291",""
"135345",""
"135379",""
"135382",""
"135438",""
"135482",""
"135502",""
"135534",""
"135559",""
"135591",""
"135722",""
"135734",""
"135742","Zubeneschamali"
"135758",""
"135876","GG Lup"
"136028",""
"136064",""
"136138",""
"136202","MQ Ser"
"136298",""
"136351",""
"136352",""
"136359",""
"136366",""
"136407",""
"136415",""
"136422",""
"136479",""
"136504",""
"136512",""
"136514",""
"136664",""
"136672",""
"136726",""
"136729",""
"136753",""
"136801",""
"136831",""
"136849",""
"136933",""
"136933",""
"136951",""
"136956",""
"137006",""
"137052",""
"137058",""
"137066",""
"137071",""
"137107",""
"137108",""
"137333",""
"137387",""
"137389",""
"137391","Alkalurops"
"137392",""
"137422","Pherkad"
"137432",""
"137443",""
"137471",""
"137686",""
"137704",""
"137709",""
"137744",""
"137759","Edasich"
"137898",""
"137909","Nusakan"
"137949",""
"138137",""
"138265",""
"138413",""
"138481",""
"138485",""
"138505",""
"138527",""
"138538",""
"138562",""
"138629",""
"138688",""
"138690",""
"138716",""
"138749",""
"138764",""
"138769",""
"138800",""
"138816",""
"138852",""
"138867",""
"138905",""
"138917",""
"138918",""
"139006","Alphecca"
"139063",""
"139074",""
"139127",""
"139129",""
"139137",""
"139153",""
"139195",""
"139211",""
"139216",""
"139225",""
"139254",""
"139269",""
"139329",""
"139357",""
"139365",""
"139446",""
"139493",""
"139521",""
"139641",""
"139663",""
"139664",""
"139669",""
"139777",""
"139778",""
"139798",""
"139813",""
"139891",""
"139892",""
"139906",""
"139980",""
"139997",""
"140008",""
"140027",""
"140159",""
"140160",""
"140227",""
"140232",""
"140417",""
"140436",""
"140538",""
"140573","Unukalhai"
"140600",""
"140716",""
"140728","BP Boo"
"140729",""
"140775",""
"140784",""
"140873",""
"141003",""
"141004",""
"141168",""
"141187",""
"141194",""
"141318",""
"141353",""
"141378",""
"141472",""
"141477",""
"141513",""
"141527","R CrB"
"141556",""
"141637",""
"141652",""
"141653",""
"141675",""
"141680",""
"141714",""
"141767",""
"141795",""
"141850","R Ser"
"141851",""
"141891",""
"141992",""
"142049",""
"142091",""
"142096",""
"142105",""
"142114",""
"142139",""
"142165",""
"142184",""
"142198",""
"142267",""
"142301","V927 Sco"
"142373",""
"142378",""
"142445",""
"142500","FP Ser"
"142514",""
"142531",""
"142574",""
"142629",""
"142630",""
"142669",""
"142691",""
"142780",""
"142860",""
"142883",""
"142908",""
"142926",""
"142941","S TrA"
"142980",""
"142983","FX Lib"
"142990","V913 Sco"
"143009",""
"143018",""
"143107",""
"143118",""
"143275","Dschubba"
"143333",""
"143346",""
"143435",""
"143454","T CrB"
"143459",""
"143466","CL Dra"
"143474",""
"143546",""
"143553",""
"143666",""
"143699",""
"143761",""
"143787",""
"143807",""
"143894",""
"143928",""
"144046",""
"144069",""
"144070",""
"144197",""
"144204",""
"144205",""
"144206",""
"144208",""
"144217","Acrab"
"144218",""
"144284",""
"144294",""
"144334","V929 Sco"
"144415",""
"144470",""
"144480",""
"144608",""
"144668","V856 Sco"
"144690",""
"144708",""
"144844",""
"144874",""
"144937",""
"144987",""
"145000",""
"145001",""
"145002","FS Ser"
"145085",""
"145122",""
"145148",""
"145191",""
"145206",""
"145250",""
"145328",""
"145328",""
"145361",""
"145366",""
"145384",""
"145388",""
"145389",""
"145397",""
"145454",""
"145482",""
"145483",""
"145501",""
"145502",""
"145544",""
"145570",""
"145607",""
"145622",""
"145647",""
"145675",""
"145689",""
"145713","LQ Her"
"145782",""
"145838",""
"145842",""
"145849",""
"145892",""
"145897",""
"145931",""
"145958",""
"146003",""
"146051","Yed Prior"
"146143",""
"146233",""
"146279",""
"146323","S Nor"
"146361","TZ CrB"
"146362",""
"146388",""
"146624",""
"146667",""
"146686",""
"146690",""
"146738",""
"146791","Yed Posterior"
"146836",""
"146926",""
"147025",""
"147084",""
"147142",""
"147152",""
"147165",""
"147225",""
"147232","AT Dra"
"147352",""
"147365",""
"147394",""
"147449",""
"147513",""
"147547",""
"147584",""
"147628",""
"147675",""
"147677",""
"147700",""
"147723",""
"147749",""
"147767",""
"147787",""
"147835",""
"147869",""
"147933",""
"147934",""
"147971",""
"147977",""
"148048",""
"148112",""
"148184",""
"148206","U Her"
"148247",""
"148283",""
"148291",""
"148293",""
"148330","DQ Dra"
"148349","V2105 Oph"
"148367",""
"148379","QU Nor"
"148387",""
"148478","Antares"
"148488",""
"148513",""
"148604",""
"148605",""
"148688",""
"148703",""
"148783","g Her"
"148786",""
"148856","Kornephoros"
"148857","Marfik"
"148890",""
"148897",""
"148898",""
"149009",""
"149026","Ogma"
"149038",""
"149081",""
"149121",""
"149141",""
"149161",""
"149212",""
"149303",""
"149324",""
"149404","V918 Sco"
"149420",""
"149438",""
"149447",""
"149630",""
"149650",""
"149661","V2133 Oph"
"149671",""
"149681",""
"149711",""
"149730",""
"149757",""
"149822","V773 Her"
"149886",""
"150030",""
