"id","source","created","word"
"829721019720015872","Old",2017-02-09 15:58:01,"office"
"829721019720015872","Old",2017-02-09 15:58:01,"swearing"
"829721019720015872","Old",2017-02-09 15:58:01,"attorney"
"829721019720015872","Old",2017-02-09 15:58:01,"@senatorsessions"
"829721019720015872","Old",2017-02-09 15:58:01,"live"
"830195857530183684","Old",2017-02-10 23:24:51,"heading"
"830195857530183684","Old",2017-02-10 23:24:51,"joint"
"830195857530183684","Old",2017-02-10 23:24:51,"base"
"830195857530183684","Old",2017-02-10 23:24:51,"andrews"
"830195857530183684","Old",2017-02-10 23:24:51,"#marineone"
"830195857530183684","Old",2017-02-10 23:24:51,"prime"
"830195857530183684","Old",2017-02-10 23:24:51,"minister"
"830195857530183684","Old",2017-02-10 23:24:51,"shinz"
"830195857530183684","Old",2017-02-10 23:24:51,"earlier"
"830483672096768001","Old",2017-02-11 18:28:31,"time"
"830483672096768001","Old",2017-02-11 18:28:31,"hosting"
"830483672096768001","Old",2017-02-11 18:28:31,"prime"
"830483672096768001","Old",2017-02-11 18:28:31,"minister"
"830483672096768001","Old",2017-02-11 18:28:31,"shinzo"
"830483672096768001","Old",2017-02-11 18:28:31,"abe"
"830483672096768001","Old",2017-02-11 18:28:31,"united"
"830555911559249926","Old",2017-02-11 23:15:34,"played"
"830555911559249926","Old",2017-02-11 23:15:34,"golf"
"830555911559249926","Old",2017-02-11 23:15:34,"prime"
"830555911559249926","Old",2017-02-11 23:15:34,"minister"
"830555911559249926","Old",2017-02-11 23:15:34,"abe"
"830555911559249926","Old",2017-02-11 23:15:34,"japan"
"830555911559249926","Old",2017-02-11 23:15:34,"@thebig"
"830555911559249926","Old",2017-02-11 23:15:34,"easy"
"830555911559249926","Old",2017-02-11 23:15:34,"ernie"
"830555911559249926","Old",2017-02-11 23:15:34,"els"
"830555911559249926","Old",2017-02-11 23:15:34,"time"
"830555911559249926","Old",2017-02-11 23:15:34,"japan"
"830555911559249926","Old",2017-02-11 23:15:34,"represented"
"830643095150657536","Old",2017-02-12 05:02:01,"#icymi"
"830643095150657536","Old",2017-02-12 05:02:01,"joint"
"830643095150657536","Old",2017-02-12 05:02:01,"statement"
"830643095150657536","Old",2017-02-12 05:02:01,"prime"
"830643095150657536","Old",2017-02-12 05:02:01,"minister"
"830643095150657536","Old",2017-02-12 05:02:01,"shinzo"
"830643095150657536","Old",2017-02-12 05:02:01,"abe"
"830643095150657536","Old",2017-02-12 05:02:01,"north"
"830643095150657536","Old",2017-02-12 05:02:01,"korea"
"830804130692268032","Old",2017-02-12 15:41:55,"congratulations"
"830804130692268032","Old",2017-02-12 15:41:55,"stephen"
"830804130692268032","Old",2017-02-12 15:41:55,"miller"
"830804130692268032","Old",2017-02-12 15:41:55,"representing"
"830804130692268032","Old",2017-02-12 15:41:55,"morning"
"830804130692268032","Old",2017-02-12 15:41:55,"sunday"
"830804130692268032","Old",2017-02-12 15:41:55,"morning"
"830804130692268032","Old",2017-02-12 15:41:55,"job"
"831169341358014475","Old",2017-02-13 15:53:08,"meet"
"831169341358014475","Old",2017-02-13 15:53:08,"canadian"
"831169341358014475","Old",2017-02-13 15:53:08,"pm"
"831169341358014475","Old",2017-02-13 15:53:08,"trudeau"
"831169341358014475","Old",2017-02-13 15:53:08,"leading"
"831169341358014475","Old",2017-02-13 15:53:08,"business"
"831169341358014475","Old",2017-02-13 15:53:08,"women"
"831169341358014475","Old",2017-02-13 15:53:08,"discuss"
"831169341358014475","Old",2017-02-13 15:53:08,"women"
"831169341358014475","Old",2017-02-13 15:53:08,"workforce"
"831185943482793986","Old",2017-02-13 16:59:06,"@whitehouse"
"831185943482793986","Old",2017-02-13 16:59:06,"prime"
"831185943482793986","Old",2017-02-13 16:59:06,"minister"
"831185943482793986","Old",2017-02-13 16:59:06,"@justintrudeau"
"831214091993751552","Old",2017-02-13 18:50:57,"wonderful"
"831214091993751552","Old",2017-02-13 18:50:57,"meeting"
"831214091993751552","Old",2017-02-13 18:50:57,"canadian"
"831214091993751552","Old",2017-02-13 18:50:57,"pm"
"831214091993751552","Old",2017-02-13 18:50:57,"@justintrudeau"
"831214091993751552","Old",2017-02-13 18:50:57,"leading"
"831214091993751552","Old",2017-02-13 18:50:57,"ceo's"
"831214091993751552","Old",2017-02-13 18:50:57,"business"
"831214091993751552","Old",2017-02-13 18:50:57,"women"
"831214091993751552","Old",2017-02-13 18:50:57,"canada"
"831336432073658368","Old",2017-02-14 02:57:05,"congratulations"
"831336432073658368","Old",2017-02-14 02:57:05,"treasury"
"831336432073658368","Old",2017-02-14 02:57:05,"secretary"
"831336432073658368","Old",2017-02-14 02:57:05,"steven"
"831336432073658368","Old",2017-02-14 02:57:05,"mnuchin"
"831336432073658368","Old",2017-02-14 02:57:05,"#icymi"
"831336432073658368","Old",2017-02-14 02:57:05,"watch"
"831344902990655489","Old",2017-02-14 03:30:45,"congratulations"
"831344902990655489","Old",2017-02-14 03:30:45,"#vasecretary"
"831344902990655489","Old",2017-02-14 03:30:45,"dr"
"831344902990655489","Old",2017-02-14 03:30:45,"david"
"831344902990655489","Old",2017-02-14 03:30:45,"shulkin"
"831344902990655489","Old",2017-02-14 03:30:45,"time"
"831344902990655489","Old",2017-02-14 03:30:45,"care"
"831344902990655489","Old",2017-02-14 03:30:45,"veterans"
"831344902990655489","Old",2017-02-14 03:30:45,"fought"
"831344902990655489","Old",2017-02-14 03:30:45,"protect"
"831599387906301952","Old",2017-02-14 20:21:59,"parent"
"831599387906301952","Old",2017-02-14 20:21:59,"teacher"
"831599387906301952","Old",2017-02-14 20:21:59,"listening"
"831599387906301952","Old",2017-02-14 20:21:59,"session"
"831599387906301952","Old",2017-02-14 20:21:59,"morning"
"831599387906301952","Old",2017-02-14 20:21:59,"@vp"
"831599387906301952","Old",2017-02-14 20:21:59,"pence"
"831599387906301952","Old",2017-02-14 20:21:59,"@usedgov"
"831599387906301952","Old",2017-02-14 20:21:59,"secretary"
"831599387906301952","Old",2017-02-14 20:21:59,"@betsydevos"
"831599387906301952","Old",2017-02-14 20:21:59,"watch"
"831621079747723264","Old",2017-02-14 21:48:10,"'remarks"
"831621079747723264","Old",2017-02-14 21:48:10,"president"
"831621079747723264","Old",2017-02-14 21:48:10,"trump"
"831621079747723264","Old",2017-02-14 21:48:10,"signing"
"831621079747723264","Old",2017-02-14 21:48:10,"resolution"
"831636777110757377","Old",2017-02-14 22:50:33,"obamacare"
"831636777110757377","Old",2017-02-14 22:50:33,"continues"
"831636777110757377","Old",2017-02-14 22:50:33,"fail"
"831636777110757377","Old",2017-02-14 22:50:33,"humana"
"831636777110757377","Old",2017-02-14 22:50:33,"pull"
"831636777110757377","Old",2017-02-14 22:50:33,"repeal"
"831636777110757377","Old",2017-02-14 22:50:33,"replace"
"831636777110757377","Old",2017-02-14 22:50:33,"save"
"831636777110757377","Old",2017-02-14 22:50:33,"healthcare"
"831636777110757377","Old",2017-02-14 22:50:33,"americans"
"834899071982841856","Old",2017-02-23 22:53:45,"'sp"
"834899071982841856","Old",2017-02-23 22:53:45,"edges"
"834899071982841856","Old",2017-02-23 22:53:45,"trump"
"834899071982841856","Old",2017-02-23 22:53:45,"renews"
"834899071982841856","Old",2017-02-23 22:53:45,"jobs"
"834899071982841856","Old",2017-02-23 22:53:45,"pledge"
