"fips","variable","value"
"20025","2000",2
"20025","2001",0
"20025","2002",1
"20025","2003",1
"20025","2004",0
"20025","2005",1
"20025","2006",1
"20025","2007",0
"20025","2008",2
"20025","2009",0
"20025","2010",1
"20025","2011",1
"20025","2012",0
"20025","2013",0
"20025","2014",0
"20025","2015",1
"20027","1992",0
"20027","1993",0
"20027","1994",0
"20027","1995",0
"20027","1996",0
"20027","1997",0
"20027","1998",0
"20027","1999",0
"20027","2000",0
"20027","2001",0
"20027","2002",0
"20027","2003",0
"20027","2004",0
"20027","2005",0
"20027","2006",0
"20027","2007",0
"20027","2008",0
"20027","2009",0
"20027","2010",0
"20027","2011",0
"20027","2012",1
"20027","2013",0
"20027","2014",0
"20027","2015",21
"20029","1992",0
"20029","1993",0
"20029","1994",0
"20029","1995",0
"20029","1996",0
"20029","1997",0
"20029","1998",0
"20029","1999",0
"20029","2000",0
"20029","2001",0
"20029","2002",0
"20029","2003",0
"20029","2004",0
"20029","2005",0
"20029","2006",0
"20029","2007",0
"20029","2008",0
"20029","2009",0
"20029","2010",0
"20029","2011",0
"20029","2012",0
"20029","2013",0
"20029","2014",0
"20029","2015",17
"20031","1992",0
"20031","1993",0
"20031","1994",0
"20031","1995",0
"20031","1996",0
"20031","1997",0
"20031","1998",0
"20031","1999",0
"20031","2000",0
"20031","2001",0
"20031","2002",0
"20031","2003",0
"20031","2004",0
"20031","2005",0
"20031","2006",0
"20031","2007",0
"20031","2008",0
"20031","2009",0
"20031","2010",0
"20031","2011",0
"20031","2012",0
"20031","2013",0
"20031","2014",6
"20031","2015",60
"20033","1992",0
"20033","1993",0
"20033","1994",2
"20033","1995",0
"20033","1996",0
"20033","1997",1
"20033","1998",0
"20033","1999",0
"20033","2000",0
"20033","2001",0
"20033","2002",0
"20033","2003",0
"20033","2004",0
"20033","2005",0
"20033","2006",0
"20033","2007",0
"20033","2008",0
"20033","2009",0
"20033","2010",0
"20033","2011",0
"20033","2012",0
"20033","2013",0
"20033","2014",0
"20033","2015",21
"20035","1992",0
"20035","1993",0
"20035","1994",0
"20035","1995",0
"20035","1996",0
"20035","1997",0
"20035","1998",0
"20035","1999",0
"20035","2000",0
"20035","2001",0
"20035","2002",0
"20035","2003",0
"20035","2004",0
"20035","2005",0
"20035","2006",3
"20035","2007",0
"20035","2008",0
"20035","2009",3
"20035","2010",1
"20035","2011",0
"20035","2012",0
"20035","2013",0
"20035","2014",0
"20035","2015",164
"20037","1992",0
"20037","1993",0
"20037","1994",0
"20037","1995",0
"20037","1996",0
"20037","1997",0
"20037","1998",0
"20037","1999",0
"20037","2000",0
"20037","2001",0
"20037","2002",0
"20037","2003",0
"20037","2004",0
"20037","2005",0
"20037","2006",0
"20037","2007",0
"20037","2008",0
"20037","2009",0
"20037","2010",0
"20037","2011",0
"20037","2012",0
"20037","2013",0
"20037","2014",0
"20037","2015",121
"20041","1992",0
"20041","1993",0
"20041","1994",0
"20041","1995",0
"20041","1996",0
"20041","1997",0
"20041","1998",0
"20041","1999",0
"20041","2000",0
"20041","2001",0
"20041","2002",0
"20041","2003",0
"20041","2004",0
"20041","2005",0
"20041","2006",1
"20041","2007",0
"20041","2008",0
"20041","2009",1
"20041","2010",2
"20041","2011",0
"20041","2012",0
"20041","2013",0
"20041","2014",0
"20041","2015",64
"20043","1992",0
"20043","1993",0
"20043","1994",0
"20043","1995",0
"20043","1996",0
"20043","1997",0
"20043","1998",0
"20043","1999",0
"20043","2000",0
"20043","2001",0
"20043","2002",0
"20043","2003",0
"20043","2004",0
"20043","2005",0
"20043","2006",0
"20043","2007",0
"20043","2008",0
"20043","2009",0
"20043","2010",0
"20043","2011",0
"20043","2012",0
"20043","2013",0
"20043","2014",0
"20043","2015",16
"20045","1992",0
"20045","1993",0
"20045","1994",0
"20045","1995",0
"20045","1996",0
"20045","1997",0
"20045","1998",0
"20045","1999",0
"20045","2000",0
"20045","2001",0
"20045","2002",0
"20045","2003",0
"20045","2004",0
"20045","2005",0
"20045","2006",0
"20045","2007",0
"20045","2008",0
"20045","2009",0
"20045","2010",0
"20045","2011",0
"20045","2012",0
"20045","2013",0
"20045","2014",0
"20045","2015",163
"20047","1992",0
"20047","1993",0
"20047","1994",0
"20047","1995",0
"20047","1996",0
"20047","1997",0
"20047","1998",0
"20047","1999",0
"20047","2000",0
"20047","2001",0
"20047","2002",0
"20047","2003",0
"20047","2004",0
"20047","2005",0
"20047","2006",0
"20047","2007",0
"20047","2008",0
"20047","2009",0
"20047","2010",0
"20047","2011",0
"20047","2012",0
"20047","2013",0
"20047","2014",0
"20047","2015",5
"20049","1992",0
"20049","1993",0
"20049","1994",0
"20049","1995",0
"20049","1996",1
"20049","1997",0
"20049","1998",1
"20049","1999",0
"20049","2000",0
"20049","2001",0
"20049","2002",0
"20049","2003",0
"20049","2004",0
"20049","2005",0
"20049","2006",0
"20049","2007",0
"20049","2008",0
"20049","2009",0
"20049","2010",0
"20049","2011",0
"20049","2012",0
"20049","2013",0
"20049","2014",0
"20049","2015",55
"20051","1992",0
"20051","1993",0
"20051","1994",0
"20051","1995",0
"20051","1996",1
"20051","1997",0
"20051","1998",0
"20051","1999",0
"20051","2000",0
"20051","2001",0
"20051","2002",0
"20051","2003",0
"20051","2004",0
"20051","2005",0
"20051","2006",0
"20051","2007",0
"20051","2008",0
"20051","2009",0
"20051","2010",0
"20051","2011",0
"20051","2012",1
"20051","2013",0
"20051","2014",1
"20051","2015",57
"20053","1992",0
"20053","1993",0
"20053","1994",0
"20053","1995",0
"20053","1996",0
"20053","1997",0
"20053","1998",0
"20053","1999",0
"20053","2000",0
"20053","2001",0
"20053","2002",0
"20053","2003",0
"20053","2004",0
"20053","2005",0
"20053","2006",0
"20053","2007",0
"20053","2008",0
"20053","2009",0
"20053","2010",0
"20053","2011",0
"20053","2012",1
"20053","2013",0
"20053","2014",0
"20053","2015",30
"20055","1992",0
"20055","1993",0
"20055","1994",0
"20055","1995",0
"20055","1996",0
"20055","1997",0
"20055","1998",0
"20055","1999",0
"20055","2000",0
"20055","2001",0
"20055","2002",0
"20055","2003",0
"20055","2004",0
"20055","2005",0
"20055","2006",0
"20055","2007",0
"20055","2008",0
"20055","2009",0
"20055","2010",0
"20055","2011",0
"20055","2012",0
"20055","2013",0
"20055","2014",0
"20055","2015",46
"20057","1992",0
"20057","1993",0
"20057","1994",0
"20057","1995",0
"20057","1996",0
"20057","1997",0
"20057","1998",0
"20057","1999",0
"20057","2000",0
"20057","2001",0
"20057","2002",0
"20057","2003",0
"20057","2004",0
"20057","2005",0
"20057","2006",0
"20057","2007",0
"20057","2008",0
"20057","2009",0
"20057","2010",0
"20057","2011",0
"20057","2012",0
"20057","2013",0
"20057","2014",0
"20057","2015",55
"20059","1992",0
"20059","1993",0
"20059","1994",0
"20059","1995",0
"20059","1996",0
"20059","1997",0
"20059","1998",0
"20059","1999",0
"20059","2000",0
"20059","2001",0
"20059","2002",0
"20059","2003",0
"20059","2004",0
"20059","2005",0
"20059","2006",1
"20059","2007",0
"20059","2008",0
"20059","2009",0
"20059","2010",0
"20059","2011",0
"20059","2012",0
"20059","2013",0
"20059","2014",0
"20059","2015",137
"20061","1992",0
"20061","1993",0
"20061","1994",0
"20061","1995",0
"20061","1996",0
"20061","1997",0
"20061","1998",0
"20061","1999",0
"20061","2000",0
"20061","2001",0
"20061","2002",0
"20061","2003",0
"20061","2004",0
"20061","2005",0
"20061","2006",1
"20061","2007",0
"20061","2008",0
"20061","2009",0
"20061","2010",0
"20061","2011",0
"20061","2012",0
"20061","2013",0
"20061","2014",3
"20061","2015",60
"20063","1992",0
"20063","1993",0
"20063","1994",0
"20063","1995",0
"20063","1996",0
"20063","1997",0
"20063","1998",0
"20063","1999",0
"20063","2000",0
"20063","2001",0
"20063","2002",0
"20063","2003",0
"20063","2004",0
"20063","2005",0
"20063","2006",0
"20063","2007",0
"20063","2008",2
"20063","2009",0
"20063","2010",0
"20063","2011",0
"20063","2012",0
"20063","2013",0
"20063","2014",0
"20063","2015",1
"20065","1992",0
"20065","1993",1
"20065","1994",0
"20065","1995",1
"20065","1996",0
"20065","1997",0
"20065","1998",0
"20065","1999",0
"20065","2000",0
"20065","2001",0
"20065","2002",0
"20065","2003",0
"20065","2004",0
"20065","2005",0
"20065","2006",0
"20065","2007",0
"20065","2008",0
"20065","2009",0
"20065","2010",0
"20065","2011",0
"20065","2012",1
"20065","2013",0
"20065","2014",0
"20065","2015",9
"20067","1992",0
"20067","1993",0
"20067","1994",0
"20067","1995",0
"20067","1996",0
"20067","1997",0
"20067","1998",0
"20067","1999",0
"20067","2000",0
"20067","2001",0
"20067","2002",0
"20067","2003",0
"20067","2004",0
"20067","2005",0
"20067","2006",0
"20067","2007",0
"20067","2008",0
"20067","2009",0
"20067","2010",0
"20067","2011",0
"20067","2012",0
"20067","2013",0
"20067","2014",0
"20067","2015",18
"20069","1992",0
"20069","1993",0
"20069","1994",0
"20069","1995",0
"20069","1996",0
"20069","1997",0
"20069","1998",0
"20069","1999",0
"20069","2000",0
"20069","2001",0
"20069","2002",0
"20069","2003",0
"20069","2004",0
"20069","2005",0
"20069","2006",0
"20069","2007",0
"20069","2008",0
"20069","2009",0
"20069","2010",0
"20069","2011",0
"20069","2012",0
"20069","2013",0
"20069","2014",0
"20069","2015",2
"20073","1992",0
"20073","1993",0
"20073","1994",0
"20073","1995",1
"20073","1996",2
"20073","1997",0
"20073","1998",0
"20073","1999",0
"20073","2000",0
"20073","2001",0
"20073","2002",2
"20073","2003",0
"20073","2004",0
"20073","2005",0
"20073","2006",2
"20073","2007",0
"20073","2008",0
"20073","2009",2
"20073","2010",0
"20073","2011",0
"20073","2012",0
"20073","2013",0
"20073","2014",0
"20073","2015",59
"20075","1992",0
"20075","1993",0
"20075","1994",0
"20075","1995",0
"20075","1996",0
"20075","1997",0
"20075","1998",0
"20075","1999",0
"20075","2000",0
"20075","2001",0
"20075","2002",0
"20075","2003",0
"20075","2004",0
"20075","2005",0
"20075","2006",1
"20075","2007",1
"20075","2008",0
"20075","2009",1
"20075","2010",0
"20075","2011",0
"20075","2012",0
"20075","2013",0
"20075","2014",0
"20075","2015",2
"20077","1992",0
"20077","1993",0
"20077","1994",0
"20077","1995",0
"20077","1996",0
"20077","1997",0
"20077","1998",0
"20077","1999",0
"20077","2000",0
"20077","2001",0
"20077","2002",0
"20077","2003",0
"20077","2004",0
"20077","2005",0
"20077","2006",0
"20077","2007",0
"20077","2008",0
"20077","2009",0
"20077","2010",0
"20077","2011",0
"20077","2012",0
"20077","2013",0
"20077","2014",0
"20077","2015",12
"20079","1992",0
"20079","1993",0
"20079","1994",0
"20079","1995",0
"20079","1996",0
"20079","1997",0
"20079","1998",0
"20079","1999",0
"20079","2000",0
"20079","2001",0
"20079","2002",0
"20079","2003",0
"20079","2004",0
"20079","2005",0
"20079","2006",1
"20079","2007",0
"20079","2008",0
"20079","2009",1
"20079","2010",1
"20079","2011",0
"20079","2012",0
"20079","2013",0
"20079","2014",0
"20079","2015",67
"20081","1992",0
"20081","1993",0
"20081","1994",0
"20081","1995",0
"20081","1996",0
"20081","1997",0
"20081","1998",0
"20081","1999",0
"20081","2000",0
"20081","2001",0
"20081","2002",0
"20081","2003",0
"20081","2004",0
"20081","2005",0
"20081","2006",0
"20081","2007",0
"20081","2008",0
"20081","2009",0
"20081","2010",0
"20081","2011",1
"20081","2012",0
"20081","2013",0
"20081","2014",0
"20081","2015",3
"20083","1992",0
"20083","1993",0
"20083","1994",0
"20083","1995",0
"20083","1996",0
"20083","1997",0
"20083","1998",0
"20083","1999",0
"20083","2000",0
"20083","2001",0
"20083","2002",0
"20083","2003",0
"20083","2004",0
"20083","2005",0
"20083","2006",2
"20083","2007",0
"20083","2008",0
"20083","2009",0
"20083","2010",0
"20083","2011",0
"20083","2012",0
"20083","2013",0
"20083","2014",0
"20083","2015",6
"20085","1992",0
"20085","1993",0
"20085","1994",0
"20085","1995",0
"20085","1996",0
"20085","1997",0
"20085","1998",0
"20085","1999",0
"20085","2000",0
"20085","2001",0
"20085","2002",0
"20085","2003",0
"20085","2004",0
"20085","2005",0
"20085","2006",0
"20085","2007",0
"20085","2008",0
"20085","2009",0
"20085","2010",0
"20085","2011",0
"20085","2012",0
"20085","2013",0
"20085","2014",0
"20085","2015",129
"20087","1992",0
"20087","1993",0
"20087","1994",0
"20087","1995",0
"20087","1996",0
"20087","1997",0
"20087","1998",0
"20087","1999",0
"20087","2000",0
"20087","2001",0
"20087","2002",0
"20087","2003",0
"20087","2004",0
"20087","2005",0
"20087","2006",0
"20087","2007",0
"20087","2008",0
"20087","2009",0
"20087","2010",0
"20087","2011",0
"20087","2012",0
"20087","2013",0
"20087","2014",0
"20087","2015",90
"20089","1992",0
"20089","1993",0
"20089","1994",0
"20089","1995",0
"20089","1996",0
"20089","1997",0
"20089","1998",0
"20089","1999",0
"20089","2000",0
"20089","2001",0
"20089","2002",0
"20089","2003",0
"20089","2004",0
"20089","2005",0
"20089","2006",0
"20089","2007",0
"20089","2008",0
"20089","2009",0
"20089","2010",0
"20089","2011",0
"20089","2012",0
"20089","2013",0
"20089","2014",0
"20089","2015",8
"20091","1992",0
"20091","1993",0
"20091","1994",0
"20091","1995",0
"20091","1996",0
"20091","1997",0
"20091","1998",0
"20091","1999",0
"20091","2000",0
"20091","2001",0
"20091","2002",0
"20091","2003",0
"20091","2004",0
"20091","2005",0
"20091","2006",0
"20091","2007",0
"20091","2008",0
"20091","2009",0
"20091","2010",0
"20091","2011",0
"20091","2012",0
"20091","2013",0
"20091","2014",0
"20091","2015",253
"20095","1992",0
"20095","1993",0
"20095","1994",0
"20095","1995",0
"20095","1996",0
"20095","1997",0
"20095","1998",0
"20095","1999",0
"20095","2000",0
"20095","2001",0
"20095","2002",0
"20095","2003",0
"20095","2004",0
"20095","2005",0
"20095","2006",0
"20095","2007",0
"20095","2008",0
"20095","2009",0
"20095","2010",0
"20095","2011",0
"20095","2012",0
"20095","2013",0
"20095","2014",0
"20095","2015",49
"20097","1992",0
"20097","1993",0
"20097","1994",1
"20097","1995",0
"20097","1996",0
"20097","1997",1
"20097","1998",0
"20097","1999",0
"20097","2000",0
"20097","2001",0
"20097","2002",0
"20097","2003",0
"20097","2004",0
"20097","2005",0
"20097","2006",0
"20097","2007",0
"20097","2008",1
"20097","2009",0
"20097","2010",0
"20097","2011",0
"20097","2012",1
"20097","2013",0
"20097","2014",0
"20097","2015",10
"20099","1992",0
"20099","1993",0
"20099","1994",0
"20099","1995",0
"20099","1996",0
"20099","1997",0
"20099","1998",0
"20099","1999",0
"20099","2000",0
"20099","2001",0
"20099","2002",0
"20099","2003",0
"20099","2004",0
"20099","2005",0
"20099","2006",0
"20099","2007",0
"20099","2008",0
"20099","2009",0
"20099","2010",0
"20099","2011",0
"20099","2012",0
"20099","2013",0
"20099","2014",0
"20099","2015",41
"20101","1992",0
"20101","1993",0
"20101","1994",0
"20101","1995",0
"20101","1996",0
"20101","1997",0
"20101","1998",0
"20101","1999",0
"20101","2000",0
"20101","2001",0
"20101","2002",0
"20101","2003",0
"20101","2004",0
"20101","2005",0
"20101","2006",1
"20101","2007",0
"20101","2008",0
"20101","2009",0
"20101","2010",0
"20101","2011",0
"20101","2012",0
"20101","2013",0
"20101","2014",0
"20101","2015",5
"20103","1992",0
"20103","1993",0
"20103","1994",0
"20103","1995",0
"20103","1996",0
"20103","1997",0
"20103","1998",0
"20103","1999",0
"20103","2000",0
"20103","2001",0
"20103","2002",0
"20103","2003",0
"20103","2004",0
"20103","2005",0
"20103","2006",0
"20103","2007",1
"20103","2008",0
"20103","2009",4
"20103","2010",0
"20103","2011",0
"20103","2012",1
"20103","2013",0
"20103","2014",0
"20103","2015",206
"20105","1992",0
"20105","1993",0
"20105","1994",0
"20105","1995",0
"20105","1996",0
"20105","1997",0
"20105","1998",0
"20105","1999",0
"20105","2000",0
"20105","2001",0
"20105","2002",0
"20105","2003",0
"20105","2004",0
"20105","2005",0
"20105","2006",1
"20105","2007",0
"20105","2008",0
"20105","2009",3
"20105","2010",1
"20105","2011",0
"20105","2012",0
"20105","2013",0
"20105","2014",1
"20105","2015",5
"20107","1992",0
"20107","1993",0
"20107","1994",0
"20107","1995",0
"20107","1996",0
"20107","1997",0
"20107","1998",0
"20107","1999",0
"20107","2000",0
"20107","2001",0
"20107","2002",0
"20107","2003",0
"20107","2004",0
"20107","2005",0
"20107","2006",0
"20107","2007",0
"20107","2008",0
"20107","2009",0
"20107","2010",0
"20107","2011",0
"20107","2012",1
"20107","2013",2
"20107","2014",18
"20107","2015",15
"20109","1992",0
"20109","1993",0
"20109","1994",0
"20109","1995",0
"20109","1996",0
"20109","1997",0
"20109","1998",0
"20109","1999",0
"20109","2000",0
"20109","2001",0
"20109","2002",0
"20109","2003",0
"20109","2004",0
"20109","2005",0
"20109","2006",1
"20109","2007",0
"20109","2008",1
"20109","2009",0
"20109","2010",0
"20109","2011",0
"20109","2012",0
"20109","2013",0
"20109","2014",0
"20109","2015",0
"20111","1992",0
"20111","1993",0
"20111","1994",0
"20111","1995",0
"20111","1996",0
"20111","1997",0
"20111","1998",0
"20111","1999",0
"20111","2000",0
"20111","2001",0
"20111","2002",0
"20111","2003",0
"20111","2004",0
"20111","2005",0
"20111","2006",0
"20111","2007",1
"20111","2008",0
"20111","2009",1
"20111","2010",0
"20111","2011",0
"20111","2012",0
"20111","2013",1
"20111","2014",2
"20111","2015",138
"20113","1992",0
"20113","1993",0
"20113","1994",0
"20113","1995",0
"20113","1996",0
"20113","1997",0
"20113","1998",0
"20113","1999",0
"20113","2000",0
"20113","2001",0
"20113","2002",0
"20113","2003",0
"20113","2004",0
"20113","2005",0
"20113","2006",0
"20113","2007",0
"20113","2008",1
"20113","2009",0
"20113","2010",0
"20113","2011",0
"20113","2012",1
"20113","2013",0
"20113","2014",0
"20113","2015",65
"20115","1992",0
"20115","1993",0
"20115","1994",0
"20115","1995",0
"20115","1996",0
"20115","1997",0
"20115","1998",0
"20115","1999",0
"20115","2000",0
"20115","2001",0
"20115","2002",0
"20115","2003",0
"20115","2004",0
"20115","2005",0
"20115","2006",0
"20115","2007",0
"20115","2008",0
"20115","2009",0
"20115","2010",0
"20115","2011",0
"20115","2012",0
"20115","2013",0
"20115","2014",1
"20115","2015",48
"20117","1992",0
"20117","1993",0
"20117","1994",0
"20117","1995",0
"20117","1996",1
"20117","1997",0
"20117","1998",0
"20117","1999",0
"20117","2000",0
"20117","2001",0
"20117","2002",0
"20117","2003",0
"20117","2004",0
"20117","2005",0
"20117","2006",0
"20117","2007",0
"20117","2008",0
"20117","2009",0
"20117","2010",0
"20117","2011",0
"20117","2012",0
"20117","2013",0
"20117","2014",0
"20117","2015",32
"20119","1992",0
"20119","1993",0
"20119","1994",0
"20119","1995",0
"20119","1996",1
"20119","1997",0
"20119","1998",0
"20119","1999",1
"20119","2000",0
"20119","2001",0
"20119","2002",0
"20119","2003",0
"20119","2004",0
"20119","2005",0
"20119","2006",1
"20119","2007",0
"20119","2008",0
"20119","2009",0
"20119","2010",3
"20119","2011",0
"20119","2012",1
"20119","2013",0
"20119","2014",0
"20119","2015",14
"20121","1992",0
"20121","1993",0
"20121","1994",0
"20121","1995",0
"20121","1996",0
"20121","1997",0
"20121","1998",0
"20121","1999",0
"20121","2000",0
"20121","2001",0
"20121","2002",0
"20121","2003",0
"20121","2004",0
"20121","2005",0
"20121","2006",0
"20121","2007",0
"20121","2008",0
"20121","2009",0
"20121","2010",0
"20121","2011",0
"20121","2012",0
"20121","2013",0
"20121","2014",0
"20121","2015",129
"20123","1992",0
"20123","1993",0
"20123","1994",0
"20123","1995",0
"20123","1996",0
"20123","1997",0
"20123","1998",0
"20123","1999",0
"20123","2000",0
"20123","2001",0
"20123","2002",0
"20123","2003",0
"20123","2004",0
"20123","2005",0
"20123","2006",0
"20123","2007",0
"20123","2008",0
"20123","2009",0
"20123","2010",0
"20123","2011",0
"20123","2012",0
"20123","2013",0
"20123","2014",0
"20123","2015",11
"20125","1992",0
"20125","1993",0
"20125","1994",0
"20125","1995",0
"20125","1996",0
"20125","1997",0
"20125","1998",0
"20125","1999",0
"20125","2000",0
"20125","2001",0
"20125","2002",0
"20125","2003",0
"20125","2004",0
"20125","2005",0
"20125","2006",1
"20125","2007",0
"20125","2008",0
"20125","2009",0
"20125","2010",0
"20125","2011",0
"20125","2012",0
"20125","2013",0
"20125","2014",1
"20125","2015",182
"20127","1992",0
"20127","1993",0
"20127","1994",1
"20127","1995",0
"20127","1996",0
"20127","1997",0
"20127","1998",0
"20127","1999",0
"20127","2000",0
"20127","2001",0
"20127","2002",0
"20127","2003",0
"20127","2004",0
"20127","2005",0
"20127","2006",1
"20127","2007",0
"20127","2008",0
"20127","2009",1
"20127","2010",0
"20127","2011",0
"20127","2012",1
"20127","2013",0
"20127","2014",0
"20127","2015",33
"20129","1992",0
"20129","1993",0
"20129","1994",0
"20129","1995",0
"20129","1996",0
"20129","1997",0
"20129","1998",0
"20129","1999",0
"20129","2000",0
"20129","2001",0
"20129","2002",0
"20129","2003",0
"20129","2004",0
"20129","2005",0
"20129","2006",0
"20129","2007",0
"20129","2008",6
"20129","2009",1
"20129","2010",7
"20129","2011",0
"20129","2012",1
"20129","2013",3
"20129","2014",0
"20129","2015",6
"20131","1992",0
"20131","1993",0
"20131","1994",0
"20131","1995",0
"20131","1996",0
"20131","1997",0
"20131","1998",0
"20131","1999",0
"20131","2000",0
"20131","2001",0
"20131","2002",0
"20131","2003",0
"20131","2004",0
"20131","2005",0
"20131","2006",0
"20131","2007",0
"20131","2008",0
"20131","2009",0
"20131","2010",0
"20131","2011",0
"20131","2012",0
"20131","2013",0
"20131","2014",0
"20131","2015",51
"20133","1992",0
"20133","1993",0
"20133","1994",0
"20133","1995",0
"20133","1996",0
"20133","1997",0
"20133","1998",0
"20133","1999",0
"20133","2000",0
"20133","2001",0
"20133","2002",0
"20133","2003",0
"20133","2004",0
"20133","2005",0
"20133","2006",0
"20133","2007",0
"20133","2008",0
"20133","2009",0
"20133","2010",0
"20133","2011",0
"20133","2012",0
"20133","2013",0
"20133","2014",0
"20133","2015",66
"20135","1992",0
"20135","1993",0
"20135","1994",0
"20135","1995",0
"20135","1996",0
"20135","1997",0
"20135","1998",0
"20135","1999",0
"20135","2000",0
"20135","2001",0
"20135","2002",0
"20135","2003",0
"20135","2004",0
"20135","2005",0
"20135","2006",0
"20135","2007",0
"20135","2008",0
"20135","2009",0
"20135","2010",0
"20135","2011",0
"20135","2012",0
"20135","2013",0
"20135","2014",0
"20135","2015",6
"20137","1992",0
"20137","1993",0
"20137","1994",0
"20137","1995",0
"20137","1996",0
"20137","1997",0
"20137","1998",0
"20137","1999",0
"20137","2000",0
"20137","2001",0
"20137","2002",0
"20137","2003",0
"20137","2004",0
"20137","2005",0
"20137","2006",0
"20137","2007",0
"20137","2008",0
"20137","2009",0
"20137","2010",1
"20137","2011",0
"20137","2012",0
"20137","2013",0
"20137","2014",0
"20137","2015",16
"20139","1992",0
"20139","1993",0
"20139","1994",0
"20139","1995",0
"20139","1996",0
"20139","1997",0
"20139","1998",0
"20139","1999",0
"20139","2000",0
"20139","2001",0
"20139","2002",0
"20139","2003",0
"20139","2004",0
"20139","2005",0
"20139","2006",0
"20139","2007",0
"20139","2008",0
"20139","2009",0
"20139","2010",0
"20139","2011",0
"20139","2012",0
"20139","2013",0
"20139","2014",3
"20139","2015",126
"20141","1992",0
"20141","1993",0
"20141","1994",0
"20141","1995",0
"20141","1996",0
"20141","1997",0
"20141","1998",0
"20141","1999",0
"20141","2000",0
"20141","2001",0
"20141","2002",0
"20141","2003",0
"20141","2004",0
"20141","2005",0
"20141","2006",0
"20141","2007",0
"20141","2008",0
"20141","2009",0
"20141","2010",0
"20141","2011",0
"20141","2012",0
"20141","2013",0
"20141","2014",0
"20141","2015",4
"20143","1992",0
"20143","1993",0
"20143","1994",0
"20143","1995",0
"20143","1996",0
"20143","1997",0
"20143","1998",0
"20143","1999",0
"20143","2000",1
"20143","2001",0
"20143","2002",0
"20143","2003",0
"20143","2004",0
"20143","2005",0
"20143","2006",0
"20143","2007",0
"20143","2008",0
"20143","2009",1
"20143","2010",0
"20143","2011",0
"20143","2012",0
"20143","2013",0
"20143","2014",0
"20143","2015",16
"20145","1992",0
"20145","1993",0
"20145","1994",0
"20145","1995",0
"20145","1996",0
"20145","1997",0
"20145","1998",0
"20145","1999",0
"20145","2000",0
"20145","2001",0
"20145","2002",0
"20145","2003",0
"20145","2004",0
"20145","2005",0
"20145","2006",0
"20145","2007",0
"20145","2008",0
"20145","2009",0
"20145","2010",0
"20145","2011",0
"20145","2012",0
"20145","2013",0
"20145","2014",0
"20145","2015",13
"20147","1992",0
"20147","1993",0
"20147","1994",0
"20147","1995",0
"20147","1996",0
"20147","1997",0
"20147","1998",0
"20147","1999",0
"20147","2000",0
"20147","2001",0
"20147","2002",0
"20147","2003",0
"20147","2004",0
"20147","2005",0
"20147","2006",0
"20147","2007",0
"20147","2008",0
"20147","2009",0
"20147","2010",0
"20147","2011",0
"20147","2012",1
"20147","2013",1
"20147","2014",0
"20147","2015",0
"20149","1992",0
"20149","1993",0
"20149","1994",0
"20149","1995",0
"20149","1996",0
"20149","1997",0
"20149","1998",0
"20149","1999",0
"20149","2000",0
"20149","2001",0
"20149","2002",0
"20149","2003",0
"20149","2004",0
"20149","2005",7
"20149","2006",3
"20149","2007",0
"20149","2008",2
"20149","2009",1
"20149","2010",0
"20149","2011",0
"20149","2012",0
"20149","2013",0
"20149","2014",3
"20149","2015",69
"20151","1992",0
"20151","1993",0
"20151","1994",0
"20151","1995",0
"20151","1996",0
"20151","1997",0
"20151","1998",0
"20151","1999",0
"20151","2000",0
"20151","2001",0
"20151","2002",0
"20151","2003",0
"20151","2004",0
"20151","2005",0
"20151","2006",0
"20151","2007",1
"20151","2008",1
"20151","2009",0
"20151","2010",0
"20151","2011",0
"20151","2012",0
"20151","2013",0
"20151","2014",0
"20151","2015",22
"20153","1992",0
"20153","1993",0
"20153","1994",0
"20153","1995",0
"20153","1996",0
"20153","1997",0
"20153","1998",0
"20153","1999",0
"20153","2000",0
"20153","2001",0
"20153","2002",0
"20153","2003",0
"20153","2004",0
"20153","2005",0
"20153","2006",0
"20153","2007",0
"20153","2008",0
"20153","2009",0
"20153","2010",0
"20153","2011",0
"20153","2012",0
"20153","2013",0
"20153","2014",0
"20153","2015",3
"20155","1992",0
"20155","1993",0
"20155","1994",0
"20155","1995",0
"20155","1996",0
"20155","1997",0
"20155","1998",0
"20155","1999",0
"20155","2000",0
"20155","2001",0
"20155","2002",0
"20155","2003",0
"20155","2004",0
"20155","2005",0
"20155","2006",1
"20155","2007",0
"20155","2008",1
"20155","2009",0
"20155","2010",2
"20155","2011",0
"20155","2012",1
"20155","2013",0
"20155","2014",1
"20155","2015",153
"20157","1992",0
"20157","1993",0
"20157","1994",0
"20157","1995",0
"20157","1996",0
"20157","1997",0
"20157","1998",0
"20157","1999",0
"20157","2000",0
"20157","2001",0
"20157","2002",0
"20157","2003",0
"20157","2004",0
"20157","2005",0
"20157","2006",0
"20157","2007",0
"20157","2008",0
"20157","2009",0
"20157","2010",0
"20157","2011",0
"20157","2012",0
"20157","2013",0
"20157","2014",0
"20157","2015",11
"20159","1992",0
"20159","1993",0
"20159","1994",1
"20159","1995",0
"20159","1996",1
"20159","1997",0
"20159","1998",0
"20159","1999",0
"20159","2000",0
"20159","2001",0
"20159","2002",0
"20159","2003",0
"20159","2004",0
"20159","2005",0
"20159","2006",0
"20159","2007",0
"20159","2008",0
"20159","2009",0
"20159","2010",0
"20159","2011",0
"20159","2012",1
"20159","2013",0
"20159","2014",1
"20159","2015",22
"20161","1992",0
"20161","1993",0
