"fips","variable","value"
"34029","2003",152
"34029","2004",193
"34029","2005",197
"34029","2006",245
"34029","2007",183
"34029","2008",206
"34029","2009",21
"34029","2010",184
"34029","2011",78
"34029","2012",183
"34029","2013",138
"34029","2014",117
"34029","2015",83
"34031","1992",39
"34031","1993",40
"34031","1994",47
"34031","1995",62
"34031","1996",14
"34031","1997",26
"34031","1998",42
"34031","1999",61
"34031","2000",24
"34031","2001",53
"34031","2002",29
"34031","2003",11
"34031","2004",9
"34031","2005",17
"34031","2006",37
"34031","2007",21
"34031","2008",29
"34031","2009",3
"34031","2010",36
"34031","2011",2
"34031","2012",26
"34031","2013",16
"34031","2014",16
"34031","2015",13
"34033","1992",33
"34033","1993",9
"34033","1994",29
"34033","1995",70
"34033","1996",22
"34033","1997",34
"34033","1998",38
"34033","1999",24
"34033","2000",10
"34033","2001",37
"34033","2002",36
"34033","2003",8
"34033","2004",14
"34033","2005",15
"34033","2006",20
"34033","2007",11
"34033","2008",11
"34033","2009",27
"34033","2010",12
"34033","2011",0
"34033","2012",14
"34033","2013",8
"34033","2014",12
"34033","2015",7
"34035","1992",63
"34035","1993",46
"34035","1994",72
"34035","1995",52
"34035","1996",6
"34035","1997",43
"34035","1998",16
"34035","1999",61
"34035","2000",12
"34035","2001",45
"34035","2002",79
"34035","2003",34
"34035","2004",20
"34035","2005",59
"34035","2006",53
"34035","2007",33
"34035","2008",40
"34035","2009",67
"34035","2010",54
"34035","2011",13
"34035","2012",54
"34035","2013",48
"34035","2014",34
"34035","2015",34
"34037","1992",33
"34037","1993",36
"34037","1994",52
"34037","1995",70
"34037","1996",20
"34037","1997",80
"34037","1998",61
"34037","1999",106
"34037","2000",41
"34037","2001",93
"34037","2002",67
"34037","2003",48
"34037","2004",42
"34037","2005",48
"34037","2006",87
"34037","2007",65
"34037","2008",78
"34037","2009",0
"34037","2010",94
"34037","2011",5
"34037","2012",78
"34037","2013",76
"34037","2014",63
"34037","2015",61
"34039","1992",2
"34039","1993",1
"34039","1994",3
"34039","1995",1
"34039","1996",2
"34039","1997",2
"34039","1998",0
"34039","1999",0
"34039","2000",0
"34039","2001",1
"34039","2002",0
"34039","2003",2
"34039","2004",2
"34039","2005",2
"34039","2006",3
"34039","2007",1
"34039","2008",4
"34039","2009",1
"34039","2010",4
"34039","2011",0
"34039","2012",8
"34039","2013",2
"34039","2014",3
"34039","2015",3
"34041","1992",41
"34041","1993",32
"34041","1994",41
"34041","1995",44
"34041","1996",24
"34041","1997",40
"34041","1998",60
"34041","1999",94
"34041","2000",37
"34041","2001",44
"34041","2002",77
"34041","2003",7
"34041","2004",22
"34041","2005",33
"34041","2006",56
"34041","2007",38
"34041","2008",43
"34041","2009",28
"34041","2010",33
"34041","2011",1
"34041","2012",44
"34041","2013",36
"34041","2014",55
"34041","2015",34
"35001","1992",0
"35001","1993",0
"35001","1994",0
"35001","1995",0
"35001","1996",0
"35001","1997",0
"35001","1998",0
"35001","1999",0
"35001","2000",19
"35001","2001",15
"35001","2002",18
"35001","2003",17
"35001","2004",28
"35001","2005",34
"35001","2006",41
"35001","2007",19
"35001","2008",5
"35001","2009",15
"35001","2010",13
"35001","2011",5
"35001","2012",16
"35001","2013",10
"35001","2014",20
"35001","2015",10
"35003","1992",0
"35003","1993",0
"35003","1994",0
"35003","1995",0
"35003","1996",0
"35003","1997",0
"35003","1998",0
"35003","1999",7
"35003","2000",20
"35003","2001",7
"35003","2002",14
"35003","2003",16
"35003","2004",138
"35003","2005",155
"35003","2006",126
"35003","2007",147
"35003","2008",64
"35003","2009",98
"35003","2010",90
"35003","2011",15
"35003","2012",63
"35003","2013",102
"35003","2014",66
"35003","2015",60
"35005","1992",0
"35005","1993",0
"35005","1994",0
"35005","1995",0
"35005","1996",0
"35005","1997",0
"35005","1998",1
"35005","1999",68
"35005","2000",94
"35005","2001",22
"35005","2002",21
"35005","2003",10
"35005","2004",7
"35005","2005",34
"35005","2006",75
"35005","2007",84
"35005","2008",47
"35005","2009",59
"35005","2010",42
"35005","2011",103
"35005","2012",26
"35005","2013",14
"35005","2014",13
"35005","2015",37
"35006","1992",0
"35006","1993",0
"35006","1994",0
"35006","1995",0
"35006","1996",0
"35006","1997",0
"35006","1998",0
"35006","1999",2
"35006","2000",26
"35006","2001",10
"35006","2002",16
"35006","2003",13
"35006","2004",33
"35006","2005",40
"35006","2006",50
"35006","2007",47
"35006","2008",11
"35006","2009",18
"35006","2010",14
"35006","2011",13
"35006","2012",25
"35006","2013",28
"35006","2014",17
"35006","2015",20
"35007","1992",0
"35007","1993",0
"35007","1994",0
"35007","1995",0
"35007","1996",0
"35007","1997",0
"35007","1998",0
"35007","1999",0
"35007","2000",69
"35007","2001",53
"35007","2002",74
"35007","2003",42
"35007","2004",27
"35007","2005",32
"35007","2006",49
"35007","2007",22
"35007","2008",3
"35007","2009",26
"35007","2010",16
"35007","2011",43
"35007","2012",29
"35007","2013",20
"35007","2014",28
"35007","2015",17
"35009","1992",0
"35009","1993",0
"35009","1994",0
"35009","1995",0
"35009","1996",0
"35009","1997",0
"35009","1998",0
"35009","1999",0
"35009","2000",30
"35009","2001",19
"35009","2002",10
"35009","2003",9
"35009","2004",6
"35009","2005",14
"35009","2006",13
"35009","2007",5
"35009","2008",3
"35009","2009",3
"35009","2010",6
"35009","2011",7
"35009","2012",3
"35009","2013",0
"35009","2014",1
"35009","2015",0
"35011","1992",0
"35011","1993",0
"35011","1994",0
"35011","1995",0
"35011","1996",0
"35011","1997",0
"35011","1998",0
"35011","1999",0
"35011","2000",26
"35011","2001",8
"35011","2002",4
"35011","2003",6
"35011","2004",2
"35011","2005",11
"35011","2006",26
"35011","2007",16
"35011","2008",1
"35011","2009",12
"35011","2010",8
"35011","2011",36
"35011","2012",3
"35011","2013",2
"35011","2014",7
"35011","2015",4
"35013","1992",0
"35013","1993",0
"35013","1994",0
"35013","1995",0
"35013","1996",0
"35013","1997",0
"35013","1998",0
"35013","1999",3
"35013","2000",19
"35013","2001",5
"35013","2002",5
"35013","2003",2
"35013","2004",2
"35013","2005",3
"35013","2006",1
"35013","2007",1
"35013","2008",6
"35013","2009",4
"35013","2010",12
"35013","2011",12
"35013","2012",5
"35013","2013",6
"35013","2014",5
"35013","2015",9
"35015","1992",0
"35015","1993",0
"35015","1994",0
"35015","1995",0
"35015","1996",0
"35015","1997",0
"35015","1998",2
"35015","1999",18
"35015","2000",64
"35015","2001",35
"35015","2002",27
"35015","2003",27
"35015","2004",8
"35015","2005",58
"35015","2006",55
"35015","2007",57
"35015","2008",92
"35015","2009",57
"35015","2010",82
"35015","2011",171
"35015","2012",70
"35015","2013",36
"35015","2014",54
"35015","2015",65
"35017","1992",0
"35017","1993",0
"35017","1994",0
"35017","1995",0
"35017","1996",0
"35017","1997",0
"35017","1998",0
"35017","1999",1
"35017","2000",38
"35017","2001",17
"35017","2002",29
"35017","2003",18
"35017","2004",57
"35017","2005",42
"35017","2006",50
"35017","2007",54
"35017","2008",24
"35017","2009",81
"35017","2010",35
"35017","2011",40
"35017","2012",69
"35017","2013",42
"35017","2014",46
"35017","2015",29
"35019","1992",0
"35019","1993",0
"35019","1994",0
"35019","1995",0
"35019","1996",0
"35019","1997",0
"35019","1998",0
"35019","1999",0
"35019","2000",47
"35019","2001",5
"35019","2002",13
"35019","2003",12
"35019","2004",5
"35019","2005",4
"35019","2006",27
"35019","2007",3
"35019","2008",2
"35019","2009",10
"35019","2010",4
"35019","2011",16
"35019","2012",3
"35019","2013",6
"35019","2014",1
"35019","2015",3
"35021","1992",0
"35021","1993",0
"35021","1994",0
"35021","1995",0
"35021","1996",0
"35021","1997",0
"35021","1998",0
"35021","1999",0
"35021","2000",5
"35021","2001",3
"35021","2002",1
"35021","2003",0
"35021","2004",2
"35021","2005",1
"35021","2006",7
"35021","2007",1
"35021","2008",0
"35021","2009",6
"35021","2010",0
"35021","2011",15
"35021","2012",1
"35021","2013",2
"35021","2014",3
"35021","2015",3
"35023","1992",0
"35023","1993",0
"35023","1994",0
"35023","1995",0
"35023","1996",0
"35023","1997",1
"35023","1998",0
"35023","1999",2
"35023","2000",20
"35023","2001",4
"35023","2002",13
"35023","2003",3
"35023","2004",0
"35023","2005",2
"35023","2006",8
"35023","2007",12
"35023","2008",4
"35023","2009",15
"35023","2010",3
"35023","2011",10
"35023","2012",0
"35023","2013",0
"35023","2014",1
"35023","2015",5
"35025","1992",0
"35025","1993",0
"35025","1994",0
"35025","1995",0
"35025","1996",0
"35025","1997",0
"35025","1998",0
"35025","1999",0
"35025","2000",88
"35025","2001",41
"35025","2002",9
"35025","2003",19
"35025","2004",2
"35025","2005",37
"35025","2006",66
"35025","2007",36
"35025","2008",21
"35025","2009",94
"35025","2010",65
"35025","2011",116
"35025","2012",11
"35025","2013",5
"35025","2014",12
"35025","2015",17
"35027","1992",0
"35027","1993",0
"35027","1994",0
"35027","1995",0
"35027","1996",0
"35027","1997",0
"35027","1998",1
"35027","1999",1
"35027","2000",68
"35027","2001",64
"35027","2002",67
"35027","2003",58
"35027","2004",26
"35027","2005",41
"35027","2006",29
"35027","2007",37
"35027","2008",12
"35027","2009",56
"35027","2010",27
"35027","2011",42
"35027","2012",26
"35027","2013",23
"35027","2014",23
"35027","2015",28
"35028","1992",0
"35028","1993",0
"35028","1994",0
"35028","1995",0
"35028","1996",0
"35028","1997",0
"35028","1998",0
"35028","1999",0
"35028","2000",1
"35028","2001",0
"35028","2002",1
"35028","2003",2
"35028","2004",6
"35028","2005",6
"35028","2006",8
"35028","2007",9
"35028","2008",4
"35028","2009",2
"35028","2010",3
"35028","2011",0
"35028","2012",1
"35028","2013",1
"35028","2014",3
"35028","2015",2
"35029","1992",0
"35029","1993",0
"35029","1994",0
"35029","1995",0
"35029","1996",0
"35029","1997",0
"35029","1998",0
"35029","1999",0
"35029","2000",2
"35029","2001",5
"35029","2002",2
"35029","2003",0
"35029","2004",0
"35029","2005",2
"35029","2006",3
"35029","2007",11
"35029","2008",1
"35029","2009",33
"35029","2010",11
"35029","2011",35
"35029","2012",1
"35029","2013",0
"35029","2014",1
"35029","2015",0
"35031","1992",0
"35031","1993",0
"35031","1994",0
"35031","1995",0
"35031","1996",0
"35031","1997",0
"35031","1998",0
"35031","1999",0
"35031","2000",18
"35031","2001",8
"35031","2002",9
"35031","2003",3
"35031","2004",19
"35031","2005",21
"35031","2006",4
"35031","2007",5
"35031","2008",0
"35031","2009",9
"35031","2010",3
"35031","2011",4
"35031","2012",7
"35031","2013",11
"35031","2014",9
"35031","2015",3
"35033","1992",0
"35033","1993",0
"35033","1994",0
"35033","1995",0
"35033","1996",0
"35033","1997",0
"35033","1998",0
"35033","1999",0
"35033","2000",42
"35033","2001",35
"35033","2002",36
"35033","2003",54
"35033","2004",26
"35033","2005",22
"35033","2006",49
"35033","2007",22
"35033","2008",0
"35033","2009",29
"35033","2010",18
"35033","2011",36
"35033","2012",32
"35033","2013",20
"35033","2014",10
"35033","2015",7
"35035","1992",0
"35035","1993",0
"35035","1994",0
"35035","1995",0
"35035","1996",0
"35035","1997",0
"35035","1998",0
"35035","1999",3
"35035","2000",21
"35035","2001",41
"35035","2002",45
"35035","2003",46
"35035","2004",24
"35035","2005",24
"35035","2006",32
"35035","2007",32
"35035","2008",30
"35035","2009",50
"35035","2010",33
"35035","2011",28
"35035","2012",23
"35035","2013",22
"35035","2014",21
"35035","2015",29
"35037","1992",0
"35037","1993",0
"35037","1994",0
"35037","1995",0
"35037","1996",0
"35037","1997",0
"35037","1998",0
"35037","1999",0
"35037","2000",22
"35037","2001",8
"35037","2002",2
"35037","2003",3
"35037","2004",3
"35037","2005",14
"35037","2006",23
"35037","2007",4
"35037","2008",0
"35037","2009",6
"35037","2010",9
"35037","2011",32
"35037","2012",7
"35037","2013",0
"35037","2014",4
"35037","2015",1
"35039","1992",0
"35039","1993",0
"35039","1994",0
"35039","1995",0
"35039","1996",0
"35039","1997",19
"35039","1998",15
"35039","1999",11
"35039","2000",137
"35039","2001",84
"35039","2002",214
"35039","2003",234
"35039","2004",134
"35039","2005",169
"35039","2006",184
"35039","2007",108
"35039","2008",56
"35039","2009",112
"35039","2010",85
"35039","2011",39
"35039","2012",107
"35039","2013",118
"35039","2014",64
"35039","2015",54
"35041","1992",0
"35041","1993",0
"35041","1994",0
"35041","1995",0
"35041","1996",0
"35041","1997",0
"35041","1998",0
"35041","1999",0
"35041","2000",61
"35041","2001",45
"35041","2002",24
"35041","2003",12
"35041","2004",10
"35041","2005",36
"35041","2006",71
"35041","2007",31
"35041","2008",5
"35041","2009",47
"35041","2010",45
"35041","2011",92
"35041","2012",37
"35041","2013",2
"35041","2014",12
"35041","2015",21
"35043","1992",0
"35043","1993",0
"35043","1994",0
"35043","1995",0
"35043","1996",0
"35043","1997",0
"35043","1998",4
"35043","1999",3
"35043","2000",56
"35043","2001",45
"35043","2002",111
"35043","2003",136
"35043","2004",90
"35043","2005",104
"35043","2006",92
"35043","2007",60
"35043","2008",29
"35043","2009",45
"35043","2010",52
"35043","2011",8
"35043","2012",62
"35043","2013",44
"35043","2014",46
"35043","2015",24
"35045","1992",0
"35045","1993",0
"35045","1994",0
"35045","1995",0
"35045","1996",0
"35045","1997",0
"35045","1998",0
"35045","1999",19
"35045","2000",99
"35045","2001",65
"35045","2002",120
"35045","2003",82
"35045","2004",84
"35045","2005",86
"35045","2006",127
"35045","2007",66
"35045","2008",35
"35045","2009",57
"35045","2010",70
"35045","2011",44
"35045","2012",60
"35045","2013",102
"35045","2014",39
"35045","2015",43
"35047","1992",0
"35047","1993",0
"35047","1994",0
"35047","1995",0
"35047","1996",0
"35047","1997",0
"35047","1998",0
"35047","1999",0
"35047","2000",58
"35047","2001",27
"35047","2002",60
"35047","2003",72
"35047","2004",30
"35047","2005",40
"35047","2006",75
"35047","2007",37
"35047","2008",8
"35047","2009",41
"35047","2010",23
"35047","2011",37
"35047","2012",46
"35047","2013",35
"35047","2014",25
"35047","2015",25
"35049","1992",0
"35049","1993",0
"35049","1994",0
"35049","1995",0
"35049","1996",0
"35049","1997",0
"35049","1998",0
"35049","1999",0
"35049","2000",41
"35049","2001",39
"35049","2002",47
"35049","2003",69
"35049","2004",39
"35049","2005",55
"35049","2006",35
"35049","2007",37
"35049","2008",5
"35049","2009",41
"35049","2010",29
"35049","2011",29
"35049","2012",26
"35049","2013",30
"35049","2014",8
"35049","2015",12
"35051","1992",0
"35051","1993",0
"35051","1994",0
"35051","1995",0
"35051","1996",0
"35051","1997",0
"35051","1998",0
"35051","1999",1
"35051","2000",13
"35051","2001",3
"35051","2002",5
"35051","2003",26
"35051","2004",13
"35051","2005",14
"35051","2006",15
"35051","2007",22
"35051","2008",7
"35051","2009",18
"35051","2010",11
"35051","2011",14
"35051","2012",9
"35051","2013",5
"35051","2014",6
"35051","2015",12
"35053","1992",0
"35053","1993",0
"35053","1994",0
"35053","1995",0
"35053","1996",0
"35053","1997",0
"35053","1998",0
"35053","1999",2
"35053","2000",46
"35053","2001",19
"35053","2002",52
"35053","2003",46
"35053","2004",33
"35053","2005",49
"35053","2006",57
"35053","2007",34
"35053","2008",30
"35053","2009",29
"35053","2010",24
"35053","2011",35
"35053","2012",25
"35053","2013",24
"35053","2014",28
"35053","2015",16
"35055","1992",0
"35055","1993",0
"35055","1994",0
"35055","1995",0
"35055","1996",0
"35055","1997",5
"35055","1998",1
"35055","1999",3
"35055","2000",31
"35055","2001",24
"35055","2002",18
"35055","2003",30
"35055","2004",14
"35055","2005",31
"35055","2006",23
"35055","2007",18
"35055","2008",13
"35055","2009",29
"35055","2010",68
"35055","2011",26
"35055","2012",60
"35055","2013",45
"35055","2014",38
"35055","2015",11
"35057","1992",0
"35057","1993",0
"35057","1994",0
"35057","1995",0
"35057","1996",0
"35057","1997",0
"35057","1998",0
"35057","1999",0
"35057","2000",37
"35057","2001",10
"35057","2002",27
"35057","2003",12
"35057","2004",19
"35057","2005",33
"35057","2006",26
"35057","2007",24
"35057","2008",5
"35057","2009",21
"35057","2010",9
"35057","2011",19
"35057","2012",13
"35057","2013",16
"35057","2014",19
"35057","2015",5
"35059","1992",0
"35059","1993",0
"35059","1994",0
"35059","1995",0
"35059","1996",0
"35059","1997",0
"35059","1998",0
"35059","1999",0
"35059","2000",5
"35059","2001",0
"35059","2002",8
"35059","2003",0
"35059","2004",1
"35059","2005",6
"35059","2006",17
"35059","2007",9
"35059","2008",8
"35059","2009",9
"35059","2010",6
"35059","2011",18
"35059","2012",10
"35059","2013",5
"35059","2014",7
"35059","2015",9
"35061","1992",0
"35061","1993",0
"35061","1994",0
"35061","1995",0
"35061","1996",0
"35061","1997",0
"35061","1998",0
"35061","1999",0
"35061","2000",32
"35061","2001",32
"35061","2002",43
"35061","2003",40
"35061","2004",41
"35061","2005",25
"35061","2006",95
"35061","2007",88
"35061","2008",0
"35061","2009",69
"35061","2010",15
"35061","2011",48
"35061","2012",32
"35061","2013",37
"35061","2014",53
"35061","2015",44
"36001","1992",1
"36001","1993",1
"36001","1994",1
"36001","1995",3
"36001","1996",1
"36001","1997",0
"36001","1998",1
"36001","1999",3
"36001","2000",81
"36001","2001",240
"36001","2002",110
"36001","2003",137
"36001","2004",133
"36001","2005",165
"36001","2006",155
"36001","2007",150
"36001","2008",100
"36001","2009",78
"36001","2010",136
"36001","2011",64
"36001","2012",69
"36001","2013",39
"36001","2014",93
"36001","2015",188
"36003","1992",2
"36003","1993",1
"36003","1994",2
"36003","1995",8
"36003","1996",0
"36003","1997",5
"36003","1998",2
"36003","1999",10
"36003","2000",11
"36003","2001",21
"36003","2002",4
"36003","2003",49
"36003","2004",11
"36003","2005",70
"36003","2006",67
"36003","2007",32
"36003","2008",44
"36003","2009",69
"36003","2010",32
"36003","2011",6
"36003","2012",22
"36003","2013",20
"36003","2014",16
"36003","2015",37
"36005","1992",0
"36005","1993",0
"36005","1994",0
"36005","1995",0
"36005","1996",0
"36005","1997",0
"36005","1998",0
"36005","1999",0
"36005","2000",0
"36005","2001",0
"36005","2002",8
"36005","2003",121
"36005","2004",155
"36005","2005",214
"36005","2006",14
"36005","2007",5
"36005","2008",206
"36005","2009",120
"36005","2010",286
"36005","2011",164
"36005","2012",0
"36005","2013",90
"36005","2014",150
"36005","2015",194
"36007","1992",5
"36007","1993",2
"36007","1994",2
"36007","1995",9
"36007","1996",0
"36007","1997",12
"36007","1998",3
"36007","1999",13
"36007","2000",12
"36007","2001",38
"36007","2002",18
"36007","2003",49
"36007","2004",41
"36007","2005",114
"36007","2006",109
"36007","2007",94
"36007","2008",122
"36007","2009",97
"36007","2010",80
"36007","2011",20
"36007","2012",44
"36007","2013",21
"36007","2014",96
"36007","2015",120
"36009","1992",3
"36009","1993",2
"36009","1994",1
"36009","1995",9
"36009","1996",0
"36009","1997",2
"36009","1998",4
"36009","1999",3
"36009","2000",4
"36009","2001",8
"36009","2002",16
"36009","2003",77
"36009","2004",36
"36009","2005",72
"36009","2006",155
"36009","2007",70
"36009","2008",111
"36009","2009",108
"36009","2010",40
"36009","2011",31
"36009","2012",40
"36009","2013",24
"36009","2014",50
"36009","2015",44
"36011","1992",0
"36011","1993",1
"36011","1994",0
"36011","1995",0
"36011","1996",0
"36011","1997",0
"36011","1998",0
"36011","1999",0
"36011","2000",1
"36011","2001",13
"36011","2002",33
"36011","2003",35
"36011","2004",30
"36011","2005",58
"36011","2006",49
"36011","2007",41
"36011","2008",48
"36011","2009",49
"36011","2010",39
"36011","2011",21
"36011","2012",35
"36011","2013",21
"36011","2014",21
"36011","2015",29
"36013","1992",2
"36013","1993",2
"36013","1994",0
"36013","1995",2
"36013","1996",0
"36013","1997",7
"36013","1998",2
"36013","1999",0
"36013","2000",22
"36013","2001",19
"36013","2002",20
"36013","2003",87
"36013","2004",55
"36013","2005",113
"36013","2006",100
"36013","2007",76
"36013","2008",99
"36013","2009",113
"36013","2010",33
"36013","2011",55
"36013","2012",87
"36013","2013",51
"36013","2014",49
"36013","2015",65
"36015","1992",1
"36015","1993",1
"36015","1994",2
"36015","1995",3
"36015","1996",1
"36015","1997",3
"36015","1998",4
"36015","1999",5
"36015","2000",13
"36015","2001",37
"36015","2002",41
"36015","2003",48
"36015","2004",24
"36015","2005",77
"36015","2006",65
"36015","2007",63
"36015","2008",52
"36015","2009",67
"36015","2010",28
"36015","2011",31
"36015","2012",45
"36015","2013",32
"36015","2014",48
"36015","2015",69
"36017","1992",19
"36017","1993",5
"36017","1994",7
"36017","1995",40
"36017","1996",2
"36017","1997",20
"36017","1998",7
"36017","1999",38
"36017","2000",5
"36017","2001",25
"36017","2002",19
"36017","2003",39
"36017","2004",23
"36017","2005",61
"36017","2006",65
"36017","2007",43
"36017","2008",42
"36017","2009",54
"36017","2010",5
"36017","2011",0
"36017","2012",5
"36017","2013",3
"36017","2014",6
"36017","2015",9
"36019","1992",7
"36019","1993",6
"36019","1994",4
"36019","1995",8
"36019","1996",0
"36019","1997",6
"36019","1998",2
"36019","1999",11
"36019","2000",14
"36019","2001",59
"36019","2002",77
"36019","2003",90
"36019","2004",59
"36019","2005",91
"36019","2006",96
"36019","2007",132
"36019","2008",74
"36019","2009",136
"36019","2010",100
"36019","2011",51
"36019","2012",57
"36019","2013",44
"36019","2014",36
"36019","2015",102
"36021","1992",13
"36021","1993",3
"36021","1994",0
"36021","1995",4
"36021","1996",0
"36021","1997",6
"36021","1998",2
"36021","1999",2
"36021","2000",20
"36021","2001",38
"36021","2002",54
"36021","2003",54
"36021","2004",69
"36021","2005",62
"36021","2006",84
"36021","2007",57
"36021","2008",87
"36021","2009",73
"36021","2010",56
"36021","2011",18
"36021","2012",55
"36021","2013",17
"36021","2014",36
"36021","2015",74
"36023","1992",1
"36023","1993",1
"36023","1994",0
"36023","1995",1
"36023","1996",0
"36023","1997",1
"36023","1998",0
"36023","1999",1
"36023","2000",1
"36023","2001",3
"36023","2002",12
"36023","2003",15
"36023","2004",27
"36023","2005",44
"36023","2006",31
"36023","2007",23
"36023","2008",24
"36023","2009",28
"36023","2010",24
"36023","2011",15
"36023","2012",26
"36023","2013",4
"36023","2014",18
"36023","2015",20
"36025","1992",4
"36025","1993",2
"36025","1994",0
"36025","1995",7
"36025","1996",0
"36025","1997",6
"36025","1998",7
"36025","1999",20
"36025","2000",4
"36025","2001",22
"36025","2002",14
"36025","2003",37
"36025","2004",34
"36025","2005",53
"36025","2006",57
"36025","2007",54
"36025","2008",50
"36025","2009",62
"36025","2010",21
"36025","2011",14
"36025","2012",35
"36025","2013",22
"36025","2014",40
"36025","2015",45
"36027","1992",1
"36027","1993",11
"36027","1994",0
"36027","1995",6
"36027","1996",0
"36027","1997",6
"36027","1998",4
"36027","1999",15
"36027","2000",76
"36027","2001",166
"36027","2002",134
"36027","2003",73
"36027","2004",98
"36027","2005",145
"36027","2006",185
"36027","2007",126
"36027","2008",147
"36027","2009",93
"36027","2010",149
"36027","2011",69
"36027","2012",105
"36027","2013",62
"36027","2014",80
"36027","2015",135
"36029","1992",0
"36029","1993",0
"36029","1994",0
"36029","1995",2
"36029","1996",0
"36029","1997",0
"36029","1998",0
"36029","1999",0
"36029","2000",58
"36029","2001",88
"36029","2002",112
"36029","2003",318
"36029","2004",131
"36029","2005",356
"36029","2006",313
"36029","2007",394
"36029","2008",196
"36029","2009",265
"36029","2010",60
"36029","2011",143
"36029","2012",172
"36029","2013",58
"36029","2014",95
"36029","2015",141
"36031","1992",18
"36031","1993",22
"36031","1994",12
"36031","1995",40
"36031","1996",6
"36031","1997",17
"36031","1998",15
"36031","1999",36
"36031","2000",18
"36031","2001",46
"36031","2002",52
"36031","2003",47
"36031","2004",49
"36031","2005",50
"36031","2006",61
"36031","2007",96
"36031","2008",61
"36031","2009",51
"36031","2010",41
"36031","2011",18
"36031","2012",39
"36031","2013",27
"36031","2014",34
"36031","2015",43
"36033","1992",2
"36033","1993",1
"36033","1994",0
"36033","1995",9
"36033","1996",1
"36033","1997",2
"36033","1998",4
"36033","1999",18
"36033","2000",13
"36033","2001",32
"36033","2002",45
"36033","2003",71
"36033","2004",45
"36033","2005",110
"36033","2006",79
"36033","2007",91
"36033","2008",74
"36033","2009",74
"36033","2010",40
"36033","2011",25
"36033","2012",45
"36033","2013",38
"36033","2014",40
"36033","2015",51
"36035","1992",7
"36035","1993",6
"36035","1994",10
"36035","1995",16
"36035","1996",4
"36035","1997",4
"36035","1998",8
"36035","1999",16
"36035","2000",12
"36035","2001",29
"36035","2002",16
"36035","2003",36
"36035","2004",27
"36035","2005",107
"36035","2006",56
"36035","2007",77
"36035","2008",57
"36035","2009",50
"36035","2010",27
"36035","2011",13
"36035","2012",38
"36035","2013",9
"36035","2014",38
"36035","2015",41
"36037","1992",0
"36037","1993",0
"36037","1994",0
"36037","1995",0
"36037","1996",0
"36037","1997",0
"36037","1998",0
"36037","1999",1
"36037","2000",9
"36037","2001",12
"36037","2002",31
"36037","2003",74
"36037","2004",30
"36037","2005",83
"36037","2006",61
"36037","2007",66
"36037","2008",48
"36037","2009",46
"36037","2010",23
"36037","2011",20
"36037","2012",14
"36037","2013",9
"36037","2014",15
"36037","2015",23
"36039","1992",18
"36039","1993",15
"36039","1994",3
"36039","1995",9
"36039","1996",4
"36039","1997",21
"36039","1998",24
"36039","1999",48
"36039","2000",20
"36039","2001",79
"36039","2002",34
"36039","2003",32
"36039","2004",36
"36039","2005",64
"36039","2006",107
"36039","2007",59
"36039","2008",81
"36039","2009",59
"36039","2010",49
"36039","2011",22
"36039","2012",32
"36039","2013",27
"36039","2014",45
"36039","2015",61
"36041","1992",9
"36041","1993",14
"36041","1994",3
"36041","1995",22
"36041","1996",5
"36041","1997",18
"36041","1998",14
"36041","1999",12
"36041","2000",2
"36041","2001",17
"36041","2002",50
"36041","2003",8
"36041","2004",5
"36041","2005",18
"36041","2006",6
"36041","2007",35
"36041","2008",15
"36041","2009",9
"36041","2010",11
"36041","2011",6
"36041","2012",8
"36041","2013",12
"36041","2014",10
"36041","2015",19
"36043","1992",7
"36043","1993",3
"36043","1994",1
"36043","1995",1
"36043","1996",0
"36043","1997",3
"36043","1998",1
"36043","1999",8
"36043","2000",3
"36043","2001",10
"36043","2002",12
"36043","2003",19
"36043","2004",13
"36043","2005",46
"36043","2006",31
"36043","2007",29
"36043","2008",45
"36043","2009",29
"36043","2010",20
"36043","2011",17
"36043","2012",30
"36043","2013",15
"36043","2014",13
"36043","2015",25
"36045","1992",0
"36045","1993",0
"36045","1994",0
"36045","1995",0
"36045","1996",0
"36045","1997",2
"36045","1998",0
"36045","1999",0
"36045","2000",11
"36045","2001",15
"36045","2002",57
"36045","2003",104
"36045","2004",71
"36045","2005",204
"36045","2006",146
"36045","2007",193
"36045","2008",113
"36045","2009",162
"36045","2010",86
"36045","2011",50
"36045","2012",89
"36045","2013",56
"36045","2014",46
"36045","2015",81
"36047","1992",0
"36047","1993",0
"36047","1994",0
"36047","1995",0
"36047","1996",0
"36047","1997",0
"36047","1998",0
"36047","1999",0
"36047","2000",0
"36047","2001",0
"36047","2002",34
"36047","2003",175
"36047","2004",204
"36047","2005",236
"36047","2006",25
"36047","2007",5
"36047","2008",249
"36047","2009",188
"36047","2010",281
"36047","2011",174
"36047","2012",0
"36047","2013",98
"36047","2014",136
"36047","2015",182
"36049","1992",1
"36049","1993",2
"36049","1994",0
"36049","1995",9
"36049","1996",2
"36049","1997",3
"36049","1998",3
"36049","1999",7
"36049","2000",1
"36049","2001",10
"36049","2002",11
"36049","2003",32
"36049","2004",17
"36049","2005",55
"36049","2006",34
"36049","2007",45
"36049","2008",33
"36049","2009",20
"36049","2010",27
"36049","2011",8
"36049","2012",29
"36049","2013",12
"36049","2014",10
"36049","2015",18
"36051","1992",0
"36051","1993",0
"36051","1994",0
"36051","1995",1
"36051","1996",0
