"Movie","ReleaseDate","Distributor","Genre","Rating"
"Coeurs","Apr 13, 2007","IFC First Take","Drama","NR"
"Dreaming Lhasa","Apr 13, 2007","First Run Features","","NR"
"Hatsujô kateikyôshi: sensei no aijiru","Apr 13, 2007","Palm Pictures","Comedy","NR"
"Sang sattawat","Apr 18, 2007","Strand","Drama","NR"
"Alice Neel","Apr 20, 2007","SeeThink","","NR"
"Adios Momo","Apr 20, 2007","ArtMattan Productions","Drama","NR"
"Zoo","Apr 25, 2007","ThinkFilm","Documentary","NR"
"Hak se wui yi wo wai kwai","Apr 25, 2007","Tartan Films","Thriller/Suspense","NR"
"Saigon Eclipse","Apr 26, 2007","","Drama","NR"
"Ta Ra Rum Pum","Apr 27, 2007","Yash Raj Films","Comedy","NR"
"Snow Cake","Apr 27, 2007","Weinstein Co.","Drama","NR"
"Les amitiés maléfiques","Apr 27, 2007","Strand","Drama","NR"
"Something to Cheer About","Apr 27, 2007","Truly Indie","Documentary","NR"
"The Treatment","May 4, 2007","New Yorker","Romantic Comedy","NR"
"L'Iceberg","May 4, 2007","First Run Features","Comedy","NR"
"Brand Upon the Brain!","May 9, 2007","Vitagraph Films","Drama","NR"
"Day Night Day Night","May 9, 2007","IFC Films","Drama","NR"
"Hei yan quan","May 9, 2007","Strand","Drama","NR"
"Allegro","May 9, 2007","IFC Films","Drama","NR"
"Looking for an Icon","May 9, 2007","First Run/Icarus","Documentary","NR"
"Provoked: A True Story","May 11, 2007","Eros Entertainment","Drama","NR"
"Casting About","May 11, 2007","Kino International","Documentary","NR"
"Memories of Tomorrow","May 18, 2007","Eleven Arts","","NR"
"Nue propriété","May 18, 2007","New Yorker","Drama","NR"
"Flandres","May 18, 2007","International Film …","Drama","NR"
"Direktøren for det hele","May 23, 2007","IFC Films","Comedy","NR"
"Malon 9 Kochavim","May 23, 2007","Koch Lorber Films","Documentary","NR"
"Cheeni Kum","May 25, 2007","Eros Entertainment","Romantic Comedy","NR"
"Shoot Out at Lokhandwala","May 25, 2007","Rainbow Releasing","Drama","NR"
"Ten Canoes","May 25, 2007","Palm Pictures","Comedy","NR"
"Amu","May 25, 2007","Emerging Pictures","Drama","NR"
"And Then Came Love","Jun 1, 2007","Fox Meadow","Comedy","NR"
"Yuki Ni Negau Koto","Jun 1, 2007","Eleven Arts","Drama","NR"
"Four Lane Highway","Jun 1, 2007","Sky Island","","NR"
"A fost sau n-a fost?","Jun 6, 2007","Tartan Films","Comedy","NR"
"Belle Toujours","Jun 8, 2007","New Yorker","Drama","NR"
"You're Gonna Miss Me","Jun 8, 2007","Palm Pictures","Documentary","NR"
"Laitakaupungin valot","Jun 13, 2007","Strand","Drama","NR"
"Jhoom Barabar Jhoom","Jun 15, 2007","Yash Raj Films","Comedy","NR"
"When the Road Bends: Tales of a Gypsy Caravan","Jun 15, 2007","Shadow","Documentary","NR"
"Pierrot le fou","Jun 15, 2007","Janus Films","Drama","NR"
"Czech Dream","Jun 15, 2007","Schwarzsmith & Task…","","NR"
"Macbeth","Jun 15, 2007","Truly Indie","Drama","NR"
"Strajk - Die Heldin von Danzig","Jun 15, 2007","Laemmle/Zeller Film","Drama","NR"
"Unborn in the USA: Inside the War on Abortion","Jun 15, 2007","First Run Features","Documentary","NR"
"Au-delà de la haine","Jun 15, 2007","First Run Features","Documentary","NR"
"Manufactured Landscapes","Jun 20, 2007","Zeitgeist","Documentary","NR"
"Klimt","Jun 22, 2007","Outsider","Drama","NR"
"Ghosts of Cité Soleil","Jun 27, 2007","ThinkFilm","Documentary","NR"
"In Between Days","Jun 27, 2007","Kino International","Drama","NR"
"Le Doulos","Jun 29, 2007","Rialto Pictures","Thriller/Suspense","NR"
"Dr. Bronner's Magic Soapbox","Jun 29, 2007","Balcony Releasing","Documentary","NR"
"Chacun sa nuit","Jun 29, 2007","Strand","Thriller/Suspense","NR"
"Fallen","Jun 29, 2007","Kino International","Drama","NR"
"Flying: Confessions of a Free Woman","Jul 4, 2007","Artistic License","Documentary","NR"
"El Método","Jul 6, 2007","Palm Pictures","Drama","NR"
"Khon fai bin","Jul 6, 2007","Magnolia Pictures","Action","NR"
"Drama/Mex","Jul 11, 2007","IFC First Take","Drama","NR"
"El Inmigrante","Jul 13, 2007","Indican Pictures","Documentary","NR"
"Shi gan","Jul 13, 2007","Lifesize Entertainment","Drama","NR"
"Cama adentro","Jul 18, 2007","Film Sales Company","Drama","NR"
"Summercamp!","Jul 18, 2007","Argot Pictures","Documentary","NR"
"Partner","Jul 20, 2007","Eros Entertainment","Romantic Comedy","NR"
"Ma Tante Aline","Jul 20, 2007","Alliance Films","Comedy","NR"
"In Search of Mozart","Jul 20, 2007","Direct Cinema Ltd","Documentary","NR"
"The People's Movie: Arnold's Park","Jul 20, 2007","Lantern Lane Entert…","","NR"
"The Iron Man","Jul 20, 2007","Iron Man Distr","Comedy","NR"
"This is England","Jul 25, 2007","IFC Films","Drama","NR"
"The Devil Came on Horseback","Jul 25, 2007","IFC Films","Documentary","NR"
"El telón de azúcar","Jul 25, 2007","First Run/Icarus","Documentary","NR"
"No End In Sight","Jul 27, 2007","Magnolia Pictures","Documentary","NR"
"Transformation: The Life & Legacy of Werner Erhard","Jul 27, 2007","Reel Diva Consultants","Documentary","NR"
"The Camden 28","Jul 27, 2007","First Run Features","Documentary","NR"
"Sommer '04","Aug 1, 2007","Cinema Guild","Drama","NR"
"Gandhi, My Father","Aug 3, 2007","Eros Entertainment","Drama","NR"
"La faute à Fidel","Aug 3, 2007","Koch Lorber Films","Drama","NR"
"Beed-e majnoon","Aug 3, 2007","New Yorker","Drama","NR"
"If I Didn't Care","Aug 3, 2007","Artistic License","Thriller/Suspense","NR"
"Dans Paris","Aug 8, 2007","IFC First Take","Drama","NR"
"Chak De India","Aug 10, 2007","Yash Raj Films","Drama","NR"
"Crossing the Line","Aug 10, 2007","Kino International","Documentary","NR"
"O Céu de Suely","Aug 15, 2007","Strand","Drama","NR"
"Manda Bala","Aug 17, 2007","City Lights Pictures","Documentary","NR"
"Xiang ri kui","Aug 17, 2007","New Yorker","Drama","NR"
"La Strada di Levi","Aug 17, 2007","Cinema Guild","Documentary","NR"
"Buddha Mar Gaya","Aug 17, 2007","Eros Entertainment","Comedy","NR"
"Hannah Takes the Stairs","Aug 22, 2007","IFC First Take","Drama","NR"
"Heyy Babyy","Aug 24, 2007","Eros Entertainment","Comedy","NR"
"10 Questions for the Dalai Lama","Aug 24, 2007","Monterey Media","Documentary","NR"
"Quiet City","Aug 29, 2007","600 West","Drama","NR"
"Vanaja","Aug 31, 2007","Emerging Pictures","Drama","NR"
"Self Medicated","Aug 31, 2007","ThinkFilm","Drama","NR"
"Fong juk","Aug 31, 2007","Magnolia Pictures","Action","NR"
"I Want Someone To Eat Cheese With","Sep 5, 2007","IFC Films","Comedy","NR"
"Dhamaal","Sep 7, 2007","Shemaroo Entertainment","Comedy","NR"
"Ha-Buah","Sep 7, 2007","Strand","Drama","NR"
"The Inner Life of Martin Frost","Sep 7, 2007","New Yorker","Comedy","NR"
"Forever","Sep 12, 2007","First Run/Icarus","Documentary","NR"
"Return with Honor - Missionary","Sep 14, 2007","Excel Entertainment","Drama","NR"
"Angels in the Dust","Sep 14, 2007","Cinema Libre","Documentary","NR"
"My Brother's Wedding","Sep 14, 2007","Milestone","","NR"
"The Last Winter","Sep 19, 2007","IFC Films","Horror","NR"
"L'homme de sa vie","Sep 21, 2007","Strand","Drama","NR"
"Imprint","Sep 21, 2007","Linn Productions","","NR"
"Itty Bitty Titty Committee","Sep 28, 2007","Pocket Releasing","Comedy","NR"
"The Price of Sugar","Sep 28, 2007","Mitropoulos Films","Documentary","NR"
"Kurt Cobain: About a Son","Oct 3, 2007","Balcony Releasing","Documentary","NR"
"Lake of Fire","Oct 3, 2007","ThinkFilm","Documentary","NR"
"Sea Monsters: A Prehistoric Adventure","Oct 5, 2007","National Geographic…","Documentary","NR"
"For the Bible Tells Me So","Oct 5, 2007","First Run Features","Documentary","NR"
"Quebec sur Ordonnace","Oct 5, 2007","Alliance Films","","NR"
"Finishing the Game","Oct 5, 2007","IFC First Take","Comedy","NR"
"Desert Bayou","Oct 5, 2007","Cinema Libre","Documentary","NR"
"Bhool Bhulaiyaa","Oct 12, 2007","Eros Entertainment","Comedy","NR"
"Laaga Chunari Mein Daag","Oct 12, 2007","Yash Raj Films","Drama","NR"
"King Corn","Oct 12, 2007","Balcony Releasing","Documentary","NR"
"L'avocat de la terreur","Oct 12, 2007","Magnolia Pictures","Documentary","NR"
"La Chinoise","Oct 12, 2007","Koch Lorber Films","Black Comedy","NR"
"Naked Boys Singing","Oct 12, 2007","TLA Releasing","Musical","NR"
"Controlled Chaos","Oct 19, 2007","Reliance/LoveStreaks","","NR"
"Meeting Resistance","Oct 19, 2007","International Film …","Documentary","NR"
"Black White + Gray...","Oct 19, 2007","Arthouse Films","","NR"
"Azuloscurocasinegro","Oct 19, 2007","Strand","Drama","NR"
"Out of the Blue","Oct 19, 2007","IFC Films","Drama","NR"
"Fuego","Oct 19, 2007","Amadeus Pictures","","NR"
"Lagerfeld Confidential","Oct 24, 2007","Koch Lorber Films","Documentary","NR"
"Joe Strummer: The Future is Unwritten","Nov 2, 2007","Sony Pictures","Documentary","NR"
"Surviving My Mother","Nov 2, 2007","","Drama","NR"
"Bushi no ichibun","Nov 2, 2007","Eleven Arts","Drama","NR"
"Quantum Hoops","Nov 2, 2007","","Documentary","NR"
"Bon Jovi: The Lost Highway","Nov 6, 2007","The Bigger Picture","Concert/Performance","NR"
"Om Shanti Om","Nov 9, 2007","Eros Entertainment","Drama","NR"
"After Dark's Horrorfest 2007","Nov 9, 2007","Freestyle Releasing","Horror","NR"
"The Life of Reilly","Nov 9, 2007","Reel Diva Consultants","Concert/Performance","NR"
"Steal a Pencil for Me","Nov 9, 2007","Seventh Art Releasing","Documentary","NR"
"Mr. Blue Sky","Nov 9, 2007","Rocky Mountain Pict…","","NR"
"Choking Man","Nov 9, 2007","International Film …","Drama","NR"
"Dialogue avec mon jardinier","Nov 16, 2007","","Comedy","NR"
"Strákarnir okkar","Nov 16, 2007","Regent Releasing","Comedy","NR"
"Dhan Dhana Dhan Goal","Nov 21, 2007","UTV Communications","","NR"
"Yiddish Theater: A Love Story","Nov 21, 2007","New Love Films","Documentary","NR"
"Middonaito Îguru","Nov 23, 2007","Strand","Action","NR"
"Everything's Cool: A Toxic Comedy About Global Warming","Nov 23, 2007","City Lights Pictures","Documentary","NR"
"Sure Shot Dombrowski","Nov 25, 2007","","Comedy","NR"
"Aaja Nachle","Nov 30, 2007","Yash Raj Films","Musical","NR"
"He Was a Quiet Man","Nov 30, 2007","Mitropoulos Films","Black Comedy","NR"
"Oswald's Ghost","Nov 30, 2007","Seventh Art Releasing","Documentary","NR"
"Divine Intervention","Nov 30, 2007","Bullz Eye","Drama","NR"
"Last Door, The","Nov 30, 2007","Alliance Films","","NR"
"Intervention","Nov 30, 2007","Alliance Films","Drama","NR"
"El Violin","Dec 5, 2007","Film Movement","Drama","NR"
"Billy the Kid","Dec 5, 2007","Elephant Eye Films","Documentary","NR"
"The Singing Revolution","Dec 7, 2007","Abramorama Films","Documentary","NR"
"Dus Kahaniyaan","Dec 7, 2007","Eros Entertainment","Adventure","NR"
"Aida at La Scala","Dec 7, 2007","Emerging Pictures","Concert/Performance","NR"
"'Tis Autumn: The Search for Jackie Paris","Dec 7, 2007","Outsider","Documentary","NR"
"It's a Boy-Girl Thing","Dec 7, 2007","Icon Film Distribution","","NR"
"Arranged","Dec 14, 2007","Film Movement","Drama","NR"
"Niwemang","Dec 14, 2007","Strand","Comedy","NR"
"Flakes","Dec 19, 2007","IFC Films","Comedy","NR"
"Imaginary Witness: Hollywood and the Holocaust","Dec 25, 2007","Shadow","Documentary","NR"
"The Killing of John Lennon","Jan 2, 2008","IFC First Take","Drama","NR"
"Guta-yubalja-deul","Jan 4, 2008","Imaginasian","Drama","NR"
"The Business of Being Born","Jan 9, 2008","International Film …","Documentary","NR"
"Haebyonui Yoin","Jan 9, 2008","New Yorker","Comedy","NR"
"Bes Vakit","Jan 11, 2008","Atlantik Films","Drama","NR"
"Running with Arnold","Jan 11, 2008","Lantern Lane Entert…","Documentary","NR"
"I for India","Jan 11, 2008","First Run/Icarus","Documentary","NR"
"The Order of Myths","Jan 13, 2008","Cinema Guild","Documentary","NR"
"Beaufort","Jan 18, 2008","Kino International","Action","NR"
"Sanxia haoren","Jan 18, 2008","New Yorker","Drama","NR"
"Yihe yuan","Jan 18, 2008","Palm Pictures","Drama","NR"
"Tristan und Isolde at La Scala","Jan 18, 2008","The Bigger Picture","Concert/Performance","NR"
"4 luni, 3 saptamani si 2 zile","Jan 25, 2008","IFC Films","Drama","NR"
"A Casa de Alice","Jan 25, 2008","Vitagraph Films","Drama","NR"
"Ping Guo","Jan 25, 2008","New Yorker","Drama","NR"
"Praying with Lior","Feb 1, 2008","First Run Features","Documentary","NR"
"Les Témoins","Feb 1, 2008","Strand","Drama","NR"
"Tre","Feb 1, 2008","Cinema Libre","Drama","NR"
"Shrooms","Feb 1, 2008","Magnolia Pictures","Horror","NR"
"How to Rob a Bank","Feb 6, 2008","IFC Films","Comedy","NR"
"One Piece: Episode of Alabaster - Sabaku no Ojou to Kaizoku Tachi","Feb 7, 2008","The Bigger Picture","Adventure","NR"
"Bab'Aziz - The Prince Who Contemplated His Soul","Feb 8, 2008","Typecast Releasing","Drama","NR"
"Military Intelligence and You!","Feb 8, 2008","Anywhere Road Enter…","Black Comedy","NR"
"Jodhaa Akbar","Feb 14, 2008","UTV Communications","Drama","NR"
"Vexville","Feb 14, 2008","The Bigger Picture","Action","NR"
"Dolphins and Whales Tribes of the Ocean 3D","Feb 15, 2008","3D Entertainment","Documentary","NR"
"Tout est Parfait","Feb 15, 2008","Alliance Films","Drama","NR"
"La Traviata at La Scala","Feb 15, 2008","Emerging Pictures","Concert/Performance","NR"
"Me & You, Us, Forever","Feb 15, 2008","Five & Two Pictures","Drama","NR"
"La Rivière aux Castors","Feb 22, 2008","Alliance Films","Drama","NR"
"Ne touchez pas la hache","Feb 22, 2008","IFC Films","Drama","NR"
"Chop Shop","Feb 27, 2008","Noruz Films","Drama","NR"
"The Unforeseen","Feb 29, 2008","Cinema Guild","Documentary","NR"
"A Lawyer Walks into a Bar","Feb 29, 2008","Indican Pictures","Documentary","NR"
"Beyond Belief","Feb 29, 2008","Film Sales Company","Documentary","NR"
"Body of War","Mar 7, 2008","Film Sales Company","Documentary","NR"
"Fighting for Life","Mar 7, 2008","Truly Indie","Documentary","NR"
"La Rondine","Mar 8, 2008","The Bigger Picture","Concert/Performance","NR"
"Mang Shan","Mar 12, 2008","Kino International","Drama","NR"
"Maria Stuarda at La Scala","Mar 14, 2008","Emerging Pictures","Concert/Performance","NR"
"On Broadway","Mar 14, 2008","Picture Park","Drama","NR"
"Sputnik Mania","Mar 14, 2008","Balcony Releasing","Documentary","NR"
"La Question Humaine","Mar 14, 2008","New Yorker","Thriller/Suspense","NR"
"Flash Point","Mar 14, 2008","Third Rail","Action","NR"
"Wetlands Preserved: The Story of an Activist Rock Club","Mar 14, 2008","First Run Features","Documentary","NR"
"Planet B-Boy","Mar 21, 2008","Elephant Eye Films","Documentary","NR"
"FLOW: For Love of Water","Mar 21, 2008","Oscilloscope Pictures","Documentary","NR"
"Les Chansons d'Amour","Mar 21, 2008","IFC First Take","Musical","NR"
"Poisoned by Polonium: Litvinenko File","Mar 21, 2008","Kino International","Documentary","NR"
"One Two Three","Mar 28, 2008","Eros Entertainment","Comedy","NR"
"Alexandra","Mar 28, 2008","Cinema Guild","Drama","NR"
"Hats Off","Mar 28, 2008","Abramorama Films","Documentary","NR"
"Backseat","Mar 28, 2008","Truly Indie","Drama","NR"
"American Zombie","Mar 28, 2008","Cinema Libre","Horror","NR"
"Le voyage du ballon rouge","Apr 2, 2008","IFC Films","Drama","NR"
"La Forza del Destino","Apr 3, 2008","Emerging Pictures","Concert/Performance","NR"
"Jellyfish","Apr 4, 2008","Zeitgeist","Drama","NR"
"Tuyade Hunshi","Apr 4, 2008","Music Box Films","Drama","NR"
"La Naissance des Pieuvres","Apr 4, 2008","Koch Lorber Films","Drama","NR"
"A Four Letter Word","Apr 4, 2008","Embrem Entertainment","Comedy","NR"
"U Me Aur Hum","Apr 11, 2008","Eros Entertainment","Drama","NR"
"Krazzy 4","Apr 11, 2008","Eros Entertainment","Comedy","NR"
"L'auberge rouge","Apr 11, 2008","","Comedy","NR"
"The Dhamma Brothers","Apr 11, 2008","Balcony Releasing","Documentary","NR"
"Refusenik","Apr 11, 2008","Abramorama Films","Documentary","NR"
"Constantine's Sword","Apr 18, 2008","First Run Features","Documentary","NR"
"Glass: A Portrait of Philip in Twelve Parts","Apr 18, 2008","Koch Lorber Films","Documentary","NR"
"Up the Yangtze","Apr 25, 2008","Zeitgeist","Documentary","NR"
"Tashan","Apr 25, 2008","Yash Raj Films","Action","NR"
"Dare Not Walk Alone","Apr 25, 2008","Indican Pictures","Documentary","NR"
"Without the King","Apr 25, 2008","First Run Features","Documentary","NR"
"Mister Lonely","May 2, 2008","IFC Films","Comedy","NR"
"Il Trittico at Fenice","May 2, 2008","Emerging Pictures","Concert/Performance","NR"
"XXY","May 2, 2008","Film Movement","Drama","NR"
"Så som i himmelen","May 2, 2008","","Comedy","NR"
"Bhoothnath","May 9, 2008","Eros Entertainment","Drama","NR"
"OSS 117","May 9, 2008","Music Box Films","Action","NR"
"Poultrygeist: Night of the Chicken Dead","May 9, 2008","Troma Entertainment","Comedy","NR"
"Padre Nuestro","May 14, 2008","IFC Films","Drama","NR"
"Hofshat Kaits","May 16, 2008","Kino International","Drama","NR"
"Jannat","May 16, 2008","Shemaroo Entertainment","Drama","NR"
"Yella","May 16, 2008","Cinema Guild","Drama","NR"
"It's a Free World...","May 16, 2008","IFC Films","Drama","NR"
"Auf der anderen Seite","May 21, 2008","Strand","Drama","NR"
"Dalai Lama Renaissance","May 21, 2008","Self Distributed","Documentary","NR"
"A Jihad for Love","May 21, 2008","First Run Features","Documentary","NR"
"Insidious","May 23, 2008","Romantic Troubadour…","Thriller/Suspense","NR"
"Twisted: A Balloonamentary","May 23, 2008","Eliot Lives Product…","Documentary","NR"
"Savage Grace","May 28, 2008","IFC Films","Drama","NR"
"Trying to Get Good: The Jazz Odyssey of Jack Sheldon","May 30, 2008","Reel Source","Documentary","NR"
"Operation Filmmaker","Jun 4, 2008","First Run/Icarus","Documentary","NR"
"Sarkar Raj","Jun 6, 2008","Eros Entertainment","Drama","NR"
"Le Fils d'épicier","Jun 6, 2008","Film Movement","Drama","NR"
"Take Out","Jun 6, 2008","CAVU Releasing","Drama","NR"
"La terza madre","Jun 6, 2008","Mitropoulos Films","Horror","NR"
"13 Months of Sunshine","Jun 6, 2008","","Drama","NR"
"On the Rumba River","Jun 6, 2008","First Run Features","Documentary","NR"
"Chris and Don: A Love Story","Jun 13, 2008","Zeitgeist","Documentary","NR"
"My Winnipeg","Jun 13, 2008","IFC First Take","Documentary","NR"
"Mere Baap Pahle Aap","Jun 13, 2008","Shemaroo Entertainment","Comedy","NR"
"Love Comes Lately","Jun 13, 2008","Kino International","Drama","NR"
"Kráska v nesnázich","Jun 13, 2008","Menemsha Entertainment","Comedy","NR"
"Am Limit","Jun 13, 2008","First Run Features","Documentary","NR"
"Kicking It","Jun 13, 2008","","Documentary","NR"
"Expired","Jun 20, 2008","MCR Releasing","Comedy","NR"
"Louise Bourgeois","Jun 25, 2008","Zeitgeist","Documentary","NR"
"Full Grown Men","Jun 25, 2008","Emerging Pictures","Comedy","NR"
"Une vieille maîtresse","Jun 27, 2008","IFC Films","Drama","NR"
"Thoda Pyaar Thoda Magic","Jun 27, 2008","Yash Raj Films","Drama","NR"
"Jaane Tu Ya Jaane Na","Jul 3, 2008","UTV Communications","Comedy","NR"
"Ne le dis à personne","Jul 4, 2008","Music Box Films","Thriller/Suspense","NR"
"Diminished Capacity","Jul 4, 2008","IFC Films","Comedy","NR"
"Giorni e nuvole","Jul 11, 2008","Film Movement","","NR"
"Roman Polanski: Wanted and Desired","Jul 11, 2008","ThinkFilm","Documentary","NR"
"Garden Party","Jul 11, 2008","Roadside Attractions","Drama","NR"
"Full Battle Rattle","Jul 11, 2008","Mile End Films","Documentary","NR"
"Kismat Konnection","Jul 18, 2008","UTV Communications","Romantic Comedy","NR"
"The Legend of God's Gun","Jul 18, 2008","Indican Pictures","Western","NR"
"Avant que j'oublie","Jul 18, 2008","Strand","Drama","NR"
"Youssou N'Dour: Return to Goree","Jul 18, 2008","ArtMattan Productions","","NR"
"Sun taam","Jul 18, 2008","IFC Films","Thriller/Suspense","NR"
"Wonderful Town","Jul 18, 2008","Kino International","Drama","NR"
"Maria Bethania: Music is Perfume","Jul 18, 2008","ArtMattan Productions","Documentary","NR"
"Disfigured","Jul 18, 2008","Cinema Libre","Drama","NR"
"Bustin' Down the Door","Jul 25, 2008","Screen Media Films","Documentary","NR"
"Mission Istaanbul","Jul 25, 2008","Raja Cinema","Adventure","NR"
"La Graine et le Mulet","Aug 1, 2008","IFC Films","Drama","NR"
"In Search of a Midnight Kiss","Aug 1, 2008","IFC First Take","Drama","NR"
"Ugly aur Pagli","Aug 1, 2008","Shemaroo Entertainment","Comedy","NR"
"Stealing America: Vote by Vote","Aug 1, 2008","Direct Cinema Ltd","Documentary","NR"
"Singh is Kinng","Aug 8, 2008","Studio 18","Action","NR"
"Beautiful Losers","Aug 8, 2008","Sidetrack Films","Documentary","NR"
"Red","Aug 8, 2008","Magnolia Pictures","Thriller/Suspense","NR"
"The Rise and Fall of Miss Thang","Aug 14, 2008","Lavender House Films","Drama","NR"
"Bachna Ae Haseeno","Aug 15, 2008","Yash Raj Films","Romantic Comedy","NR"
"La fille coupée en deux","Aug 15, 2008","IFC Films","Thriller/Suspense","NR"
"God Tussi Great Ho","Aug 15, 2008","Eros Entertainment","Comedy","NR"
"Patti Smith: Dream of Life","Aug 15, 2008","Palm Pictures","Documentary","NR"
"Trouble the Water","Aug 22, 2008","Zeitgeist","Documentary","NR"
"Momma's Man","Aug 22, 2008","ThinkFilm","Comedy","NR"
"Another Gay Sequel","Aug 29, 2008","TLA Releasing","Comedy","NR"
"My Mexican Shivah","Aug 29, 2008","Emerging Pictures","Comedy","NR"
"Young People Fucking","Aug 29, 2008","ThinkFilm","Comedy","NR"
"The Pool","Sep 3, 2008","Vitagraph Films","Drama","NR"
"Save Me","Sep 5, 2008","First Run Features","Drama","NR"
"Un secret","Sep 10, 2008","Strand","Drama","NR"
"Il y a longtemps que je t'aime","Sep 12, 2008","Sony Pictures Classics","Drama","NR"
"Enlighten Up!","Sep 12, 2008","Balcony Releasing","Documentary","NR"
"Moving Midway","Sep 12, 2008","First Run Features","Documentary","NR"
"Loins of Punjab Presents","Sep 12, 2008","Emerging Pictures","Comedy","NR"
"Christmas on Mars","Sep 12, 2008","Self Distributed","Musical","NR"
"A Thousand Years of Good Prayers","Sep 19, 2008","Magnolia Pictures","Drama","NR"
"Fraulein","Sep 19, 2008","Film Movement","Drama","NR"
"Boogie Man: The Lee Atwater Story","Sep 26, 2008","InterPositive Media","Documentary","NR"
"Whaledreamers","Sep 26, 2008","Monterey Media","Documentary","NR"
"Ballast","Oct 1, 2008","IFC Films","Drama","NR"
"Drona","Oct 3, 2008","Eros Entertainment","Adventure","NR"
"Kidnap","Oct 3, 2008","Studio 18","Thriller/Suspense","NR"
"Allah Made Me Funny","Oct 3, 2008","Truly Indie","Documentary","NR"
"The Pleasure of Being Robbed","Oct 3, 2008","","Drama","NR"
"Billy: The Early Years of Billy Graham","Oct 10, 2008","Rocky Mountain Pict…","Drama","NR"
"Lola Montes","Oct 10, 2008","Rialto Pictures","Drama","NR"
"Choose Connor","Oct 10, 2008","Strand","Drama","NR"
"Nights and Weekends","Oct 10, 2008","IFC Films","Drama","NR"
"Fraude","Oct 10, 2008","Maya Releasing","Documentary","NR"
"La Leon","Oct 10, 2008","Music Box Films","Drama","NR"
"Frontrunners","Oct 15, 2008","Oscilloscope Pictures","Documentary","NR"
"Filth and Wisdom","Oct 17, 2008","IFC Films","Comedy","NR"
"Who Does She Think She Is?","Oct 17, 2008","Artistic License","Documentary","NR"
"Stranded: I've Come from a Plane that Crashed on the Mountains","Oct 22, 2008","Zeitgeist","Documentary","NR"
"Fears of the Dark","Oct 22, 2008","IFC Films","Horror","NR"
"Passchendaele","Oct 24, 2008","Alliance Films","Drama","NR"
"Ben X","Oct 24, 2008","Film Movement","Drama","NR"
"Roadside Romeo","Oct 24, 2008","Yash Raj Films","Adventure","NR"
"Live Fast, Die Young","Oct 24, 2008","Riverrain","Drama","NR"
"God and Gays: Bridging the Gap","Oct 24, 2008","Indican Pictures","Documentary","NR"
"The First Basket","Oct 29, 2008","Laemmle/Zeller Film","Documentary","NR"
"Golmaal Returns","Oct 31, 2008","Studio 18","Comedy","NR"
"Fashion","Oct 31, 2008","UTV Communications","Musical","NR"
"Plus tard","Oct 31, 2008","Kino International","Drama","NR"
"Were the World Mine","Oct 31, 2008","SPEAKproductions","Musical","NR"
"The Matador","Oct 31, 2008","City Lights Pictures","Documentary","NR"
"Dear Zachary: a letter to a son about his father","Oct 31, 2008","Oscilloscope Pictures","Documentary","NR"
"Little Big Top","Oct 31, 2008","Self Distributed","Comedy","NR"
"Run For Your Life","Oct 31, 2008","Screen Media Films","Documentary","NR"
"Pray the Devil Back to Hell","Nov 7, 2008","Balcony Releasing","Documentary","NR"
"Blue Gap Boy'z","Nov 7, 2008","Better World Distri…","Adventure","NR"
"In Search Of","Nov 7, 2008","","Drama","NR"
"Otto; Or, Up with Dead People","Nov 7, 2008","Strand","Drama","NR"
"Ek Vivah Aisa Nhi","Nov 7, 2008","Eros Entertainment","Drama","NR"
"Dostana","Nov 14, 2008","Yash Raj Films","Musical","NR"
"Un conte de Noël","Nov 14, 2008","IFC Films","Drama","NR"
"Fuel","Nov 14, 2008","Blue Water Entertai…","Documentary","NR"
"How About You","Nov 14, 2008","Strand","Drama","NR"
"Eden","Nov 14, 2008","","Drama","NR"
"The Beautiful Truth","Nov 14, 2008","Cinema Libre","Documentary","NR"
"Das Haus der schlafenden Schönen","Nov 14, 2008","First Run Features","Drama","NR"
"Harvard Beats Yale 29-29","Nov 19, 2008","Kino/Emerging","Documentary","NR"
"Yuvraaj","Nov 21, 2008","Eros Entertainment","Musical","NR"
"One Day You'll Understand","Nov 21, 2008","City Lights Pictures","Drama","NR"
"The Betrayal","Nov 21, 2008","Cinema Guild","Documentary","NR"
"Oye Lucky! Lucky Oye!","Nov 28, 2008","UTV Communications","Comedy","NR"
"Rome & Jewel","Nov 28, 2008","Emerging Pictures","Drama","NR"
"Hunger","Dec 5, 2008","IFC Films","Drama","NR"
"Don Carlo","Dec 5, 2008","Emerging Pictures","Concert/Performance","NR"
"A Good Day to be Black and Sexy","Dec 5, 2008","Magnolia Pictures","Drama","NR"
"Staub","Dec 5, 2008","Icarus Films","Documentary","NR"
"Rab Ne Bana Di Jodi","Dec 12, 2008","Yash Raj Films","Drama","NR"
"Where God Left His Shoes","Dec 12, 2008","IFC Films","Drama","NR"
"Ghajini","Dec 25, 2008","AdLab Films","Thriller/Suspense","NR"
"Angry Monk: Reflections on Tibet, The","Jan 2, 2009","First Run/Icarus","Documentary","NR"
"Che, Part 1: The Argentine","Jan 9, 2009","IFC Films","Drama","NR"
"Made in U.S.A.","Jan 9, 2009","Rialto Pictures","Drama","NR"
"Kaerlighed Pa Film","Jan 9, 2009","Koch Lorber Films","Drama","NR"
"After Dark's Horrorfest III","Jan 9, 2009","After Dark","Horror","NR"
"Stellet licht","Jan 9, 2009","Pallisades Tartan","Drama","NR"
