"Movie","ReleaseDate","Distributor","Genre","Rating"
"Laurel Canyon","Mar 7, 2003","Sony Pictures Classics","Drama","R"
"The Safety of Objects","Mar 7, 2003","","","R"
"The Hunted","Mar 14, 2003","Paramount Pictures","Action","R"
"Spun","Mar 14, 2003","","","R"
"Dreamcatcher","Mar 21, 2003","Warner Bros.","Drama","R"
"Boat Trip","Mar 21, 2003","Artisan","Comedy","R"
"L'auberge espagnole","Mar 21, 2003","Fox Searchlight","Comedy","R"
"Down & Out with the Dolls","Mar 21, 2003","Indican Pictures","","R"
"Gaudi Afternoon","Mar 21, 2003","","","R"
"Basic","Mar 28, 2003","Sony Pictures","Thriller/Suspense","R"
"Raising Victor Vargas","Mar 28, 2003","Samuel Goldwyn Films","Drama","R"
"Assassination Tango","Mar 28, 2003","MGM","Drama","R"
"Stevie","Mar 28, 2003","","Documentary","R"
"The Good Thief","Apr 2, 2003","Fox Searchlight","Drama","R"
"Phone Booth","Apr 4, 2003","20th Century Fox","Thriller/Suspense","R"
"A Man Apart","Apr 4, 2003","New Line","Action","R"
"DysFunkTional Family","Apr 4, 2003","Miramax","Documentary","R"
"Cowboy Bebop","Apr 4, 2003","Sony Pictures","Adventure","R"
"Levity","Apr 4, 2003","","","R"
"House of 1,000 Corpses","Apr 11, 2003","Lionsgate","Horror","R"
"Better Luck Tomorrow","Apr 11, 2003","Paramount Pictures","Drama","R"
"XX/XY","Apr 11, 2003","","","R"
"The Young Unknowns","Apr 11, 2003","Indican Pictures","","R"
"Lilja 4-ever","Apr 18, 2003","Newmarket Films","Drama","R"
"Identity","Apr 25, 2003","Sony Pictures","Thriller/Suspense","R"
"Confidence","Apr 25, 2003","Lionsgate","Drama","R"
"The Real Cancun","Apr 25, 2003","New Line","Documentary","R"
"City of Ghosts","Apr 25, 2003","MGM","Drama","R"
"People I Know","Apr 25, 2003","Miramax","","R"
"Manic","Apr 25, 2003","","","R"
"House of Fools","Apr 25, 2003","","","R"
"A Decade Under the Influence","Apr 25, 2003","","Documentary","R"
"Onmyoji","Apr 25, 2003","","","R"
"Jersey Guy","Apr 25, 2003","","","R"
"The Dancer Upstairs","May 2, 2003","Fox Searchlight","Drama","R"
"Owning Mahowny","May 2, 2003","Sony Pictures Classics","Drama","R"
"Blue Car","May 2, 2003","Miramax","Drama","R"
"Charlotte Sometimes","May 2, 2003","Small Planet","Drama","R"
"New Suit","May 2, 2003","","","R"
"Les invasions barbares","May 9, 2003","Miramax","Drama","R"
"L'homme du train","May 9, 2003","Paramount Vantage","Drama","R"
"The Shape of Things","May 9, 2003","Focus Features","Drama","R"
"The Trip","May 9, 2003","","","R"
"Washington Heights","May 9, 2003","","","R"
"The Matrix Reloaded","May 15, 2003","Warner Bros.","Action","R"
"Sweet Sixteen","May 16, 2003","","","R"
"The Sea","May 16, 2003","","","R"
"Wrong Turn","May 30, 2003","20th Century Fox","Horror","R"
"Mambo Italiano","Jun 6, 2003","Goldwyn Entertainment","Comedy","R"
"The Eye","Jun 6, 2003","","","R"
"Love the Hard Way","Jun 6, 2003","","","R"
"Jet Lag (US Release)","Jun 13, 2003","Miramax","Romantic Comedy","R"
"The Hard Word","Jun 13, 2003","","","R"
"The Heart of Me","Jun 13, 2003","","","R"
"No Turning Back","Jun 13, 2003","","","R"
"The Legend of Suriyothai","Jun 20, 2003","","","R"
"28 Days Later…","Jun 27, 2003","Fox Searchlight","Horror","R"
"Terminator 3: Rise of the Machines","Jul 1, 2003","Warner Bros.","Action","R"
"Swimming Pool","Jul 4, 2003","Focus Features","Thriller/Suspense","R"
"I Capture the Castle","Jul 11, 2003","Samuel Goldwyn Films","Romantic Comedy","R"
"The Holy Land","Jul 11, 2003","CAVU Releasing","Drama","R"
"The Housekeeper","Jul 11, 2003","","","R"
"Bad Boys II","Jul 18, 2003","Sony Pictures","Action","R"
"Dirty Pretty Things","Jul 18, 2003","Miramax","Drama","R"
"The Gatekeeper","Jul 18, 2003","","","R"
"Garage Days","Jul 18, 2003","","","R"
"The Anarchist Cookbook","Jul 18, 2003","Innovation Film Group","Comedy","R"
"Buffalo Soldiers","Jul 25, 2003","Miramax","Comedy","R"
"Mondays in the Sun","Jul 25, 2003","","","R"
"American Wedding","Aug 1, 2003","Universal","Comedy","R"
"Gigli","Aug 1, 2003","Sony Pictures","Romantic Comedy","R"
"The Magdalene Sisters","Aug 1, 2003","Miramax","Drama","R"
"The Secret Lives of Dentists","Aug 1, 2003","Manhattan Pictures …","Drama","R"
"The Princess Blade","Aug 8, 2003","ADV Films","","R"
"Freddy vs. Jason","Aug 15, 2003","New Line","Horror","R"
"Open Range","Aug 15, 2003","Walt Disney","Western","R"
"American Splendor","Aug 15, 2003","Fine Line","Drama","R"
"Thirteen","Aug 20, 2003","Fox Searchlight","Drama","R"
"Marci X","Aug 22, 2003","Paramount Pictures","Comedy","R"
"Stoked: The Rise and Fall of Gator","Aug 22, 2003","","","R"
"Don't Tempt Me","Aug 22, 2003","","","R"
"Teknolust","Aug 22, 2003","","","R"
"Dog Days","Aug 22, 2003","","","R"
"Dust","Aug 22, 2003","","","R"
"Jeepers Creepers II","Aug 29, 2003","MGM","Horror","R"
"Party Monster","Aug 29, 2003","ContentFilm","Comedy","R"
"Civil Brand","Aug 29, 2003","Lionsgate","Drama","R"
"Once Upon a Time in the Midlands","Aug 29, 2003","","","R"
"The Other Side of the Bed","Aug 29, 2003","","","R"
"The Order","Sep 5, 2003","20th Century Fox","Thriller/Suspense","R"
"The Animation Show","Sep 5, 2003","The Animation Show/…","Multiple Genres","R"
"Home Room","Sep 5, 2003","","","R"
"Once Upon a Time in Mexico","Sep 12, 2003","Sony Pictures","Action","R"
"Lost in Translation","Sep 12, 2003","Focus Features","Drama","R"
"Cabin Fever","Sep 12, 2003","Lionsgate","Horror","R"
"No Good Deed","Sep 12, 2003","Mac Releasing","Thriller/Suspense","R"
"So Close","Sep 12, 2003","Sony Pictures","","R"
"Dummy","Sep 12, 2003","Artisan","","R"
"Underworld","Sep 19, 2003","Sony Pictures","Action","R"
"Cold Creek Manor","Sep 19, 2003","Walt Disney","Thriller/Suspense","R"
"Mambo Italiano (US Release)","Sep 19, 2003","Samuel Goldwyn Films","Comedy","R"
"Anything Else","Sep 19, 2003","Dreamworks SKG","Romantic Comedy","R"
"Bubba Ho-Tep","Sep 19, 2003","Vitagraph Films","Comedy","R"
"Casa de los Babys","Sep 19, 2003","IFC Films","Drama","R"
"Demonlover","Sep 19, 2003","Palm Pictures","","R"
"Emerald Cowboy","Sep 19, 2003","Indican Pictures","","R"
"In This World","Sep 19, 2003","","","R"
"Yossi & Jagger","Sep 24, 2003","","","R"
"My Life Without Me","Sep 26, 2003","Sony Pictures","","R"
"Prey for Rock & Roll","Sep 26, 2003","","","R"
"The Station Agent","Oct 3, 2003","Miramax","Drama","R"
"Wonderland","Oct 3, 2003","Lionsgate","Drama","R"
"Foolproof","Oct 3, 2003","","","R"
"Girls Will Be Girls","Oct 3, 2003","IFC Films","","R"
"The Event","Oct 3, 2003","ThinkFilm","","R"
"Mystic River","Oct 8, 2003","Warner Bros.","Drama","R"
"Ônibus 174","Oct 8, 2003","ThinkFilm","Documentary","R"
"Kill Bill: Volume 1","Oct 10, 2003","Miramax","Action","R"
"The House of the Dead","Oct 10, 2003","Artisan","Horror","R"
"The Flower of Evil","Oct 10, 2003","","","R"
"Dopamine","Oct 10, 2003","","","R"
"The Texas Chainsaw Massacre","Oct 17, 2003","New Line","Horror","R"
"Veronica Guerin","Oct 17, 2003","Walt Disney","Drama","R"
"Sylvia","Oct 17, 2003","Focus Features","Drama","R"
"Returner","Oct 17, 2003","","","R"
"Nine Dead Gay Guys","Oct 17, 2003","TLA Releasing","Comedy","R"
"In the Cut","Oct 22, 2003","Sony Pictures","Thriller/Suspense","R"
"Beyond Borders","Oct 24, 2003","Paramount Pictures","Drama","R"
"Elephant","Oct 24, 2003","Fine Line","Drama","R"
"The Singing Detective","Oct 24, 2003","Paramount Pictures","Comedy","R"
"The Human Stain","Oct 31, 2003","Miramax","Drama","R"
"Die Mommie Die","Oct 31, 2003","","","R"
"The Matrix Revolutions","Nov 5, 2003","Warner Bros.","Action","R"
"Love Actually","Nov 7, 2003","Universal","Romantic Comedy","R"
"Tupac Resurrection","Nov 14, 2003","Paramount Pictures","Documentary","R"
"Melvin Goes to Dinner","Nov 14, 2003","","","R"
"Gothika","Nov 21, 2003","Warner Bros.","Horror","R"
"21 Grams","Nov 21, 2003","Focus Features","Drama","R"
"Out of Control","Nov 21, 2003","","","R"
"Acts of Worship","Nov 21, 2003","","Drama","R"
"Bad Santa","Nov 26, 2003","Miramax/Dimension","Black Comedy","R"
"The Missing","Nov 26, 2003","Sony Pictures","Western","R"
"The Cooler","Nov 26, 2003","Lionsgate","Drama","R"
"The Last Samurai","Dec 5, 2003","Warner Bros.","Action","R"
"What Alice Found","Dec 5, 2003","Castle Hill Product…","Drama","R"
"The Statement","Dec 12, 2003","Sony Pictures","Thriller/Suspense","R"
"AKA","Dec 12, 2003","Empire Pictures","Drama","R"
"House of Sand and Fog","Dec 19, 2003","Dreamworks SKG","Drama","R"
"The Hebrew Hammer","Dec 19, 2003","Cowboy Pictures","","R"
"Monster","Dec 24, 2003","Newmarket Films","Drama","R"
"Cold Mountain","Dec 25, 2003","Miramax","Drama","R"
"Japanese Story","Dec 31, 2003","IDP Distribution","Drama","R"
"Aileen: Life and Death of a Serial Killer","Jan 9, 2004","Lantern Lane Entert…","Documentary","R"
"The Butterfly Effect","Jan 23, 2004","New Line","Thriller/Suspense","R"
"Touching the Void","Jan 23, 2004","IFC Films","Documentary","R"
"Dirt","Jan 23, 2004","","","R"
"Latter Days","Jan 30, 2004","TLA Releasing","Drama","R"
"Monsieur Ibrahim","Feb 13, 2004","Sony Pictures Classics","Drama","R"
"Highwaymen","Feb 13, 2004","New Line","","R"
"Love Object","Feb 13, 2004","","","R"
"Eurotrip","Feb 20, 2004","Dreamworks SKG","Comedy","R"
"The Passion of the Christ","Feb 25, 2004","Newmarket Films","Drama","R"
"Twisted","Feb 27, 2004","Paramount Pictures","Thriller/Suspense","R"
"Club Dread","Feb 27, 2004","Fox Searchlight","Comedy","R"
"Good Bye, Lenin!","Feb 27, 2004","Sony Pictures Classics","Comedy","R"
"Decoys","Feb 27, 2004","","","R"
"Lana's Rain","Feb 27, 2004","ISA Releasing","Drama","R"
"What Boys Like","Feb 27, 2004","","Comedy","R"
"The Reckoning","Mar 5, 2004","Paramount Vantage","Drama","R"
"Love, Sex and Eating the Bones","Mar 5, 2004","","","R"
"Spartan","Mar 12, 2004","Warner Bros.","Thriller/Suspense","R"
"Knafayim Shvurot","Mar 12, 2004","Sony Pictures Classics","Drama","R"
"Wilbur Wants to Kill Himself","Mar 12, 2004","ThinkFilm","Comedy","R"
"Dawn of the Dead","Mar 19, 2004","Universal","Horror","R"
"Eternal Sunshine of the Spotless Mind","Mar 19, 2004","Focus Features","Comedy","R"
"Taking Lives","Mar 19, 2004","Warner Bros.","Thriller/Suspense","R"
"Intermission","Mar 19, 2004","IFC Films","Comedy","R"
"Immortel (ad vitam)","Mar 25, 2004","","","R"
"The Ladykillers","Mar 26, 2004","Walt Disney","Comedy","R"
"Never Die Alone","Mar 26, 2004","Fox Searchlight","Drama","R"
"Dogville","Mar 26, 2004","Lionsgate","Drama","R"
"Ned Kelly","Mar 26, 2004","Universal","","R"
"Bom yeoreum gaeul gyeoul geurigo bom","Apr 2, 2004","Sony Pictures Classics","Drama","R"
"The United States of Leland","Apr 2, 2004","Paramount Vantage","Drama","R"
"The Girl Next Door","Apr 9, 2004","20th Century Fox","Romantic Comedy","R"
"Io non ho paura","Apr 9, 2004","Miramax","Drama","R"
"Shade","Apr 9, 2004","","","R"
"Kill Bill: Volume 2","Apr 16, 2004","Miramax","Action","R"
"The Punisher","Apr 16, 2004","Lionsgate","Action","R"
"Gypsy 83","Apr 16, 2004","Small Planet","Drama","R"
"Big Ain't Bad","Apr 16, 2004","","Drama","R"
"Man on Fire","Apr 23, 2004","20th Century Fox","Thriller/Suspense","R"
"The Saddest Music in the World","Apr 30, 2004","IFC Films","Drama","R"
"Jake's Booty Call","Apr 30, 2004","","Comedy","R"
"Seeing Other People","May 7, 2004","Lantern Lane Entert…","Romantic Comedy","R"
"The Mudge Boy","May 7, 2004","Strand","Drama","R"
"Wasabi Tuna","May 7, 2004","Indican Pictures","Comedy","R"
"Off the Lip","May 7, 2004","Hannover House","Comedy","R"
"Reeseville","May 7, 2004","Innovation Film Group","Thriller/Suspense","R"
"Troy","May 14, 2004","Warner Bros.","Action","R"
"A Day Without a Mexican","May 14, 2004","Televisa Cine","Comedy","R"
"Coffee and Cigarettes","May 14, 2004","MGM","Comedy","R"
"Carandiru","May 14, 2004","Sony Pictures","Drama","R"
"A Slipping Down Life","May 14, 2004","Lionsgate","Drama","R"
"The 24th Day","May 14, 2004","Screen Media Films","Drama","R"
"Love Me If You Dare","May 19, 2004","Paramount Vantage","Romantic Comedy","R"
"Stateside","May 21, 2004","IDP Distribution","Drama","R"
"Twist","May 21, 2004","Strand","Drama","R"
"Soul Plane","May 28, 2004","MGM","Comedy","R"
"The Mother","May 28, 2004","Sony Pictures","Drama","R"
"How to Get the Man's Foot Outta Your Ass","May 28, 2004","Sony Pictures Classics","Comedy","R"
"Bukowski: Born Into This","May 28, 2004","Magnolia Pictures","Documentary","R"
"The Burial Society","May 28, 2004","Regent Releasing","Thriller/Suspense","R"
"Union Square","May 28, 2004","Alliance Films","","R"
"Imagining Argentina","Jun 11, 2004","Arenas Entertainment","Drama","R"
"Facing Window","Jun 18, 2004","Sony Pictures","Drama","R"
"I'll Sleep When I'm Dead","Jun 18, 2004","Paramount Vantage","Thriller/Suspense","R"
"Swing","Jun 18, 2004","RMH Media/Dominion …","Drama","R"
"Fahrenheit 9/11","Jun 23, 2004","Lionsgate","Documentary","R"
"The Intended","Jun 25, 2004","IFC Films","Drama","R"
"Before Sunset","Jul 2, 2004","Warner Independent","Drama","R"
"The Clearing","Jul 2, 2004","Fox Searchlight","Drama","R"
"The Door in the Floor","Jul 14, 2004","Focus Features","Drama","R"
"Maria Full of Grace","Jul 16, 2004","New Line","Drama","R"
"Touch of Pink","Jul 16, 2004","Sony Pictures Classics","Romantic Comedy","R"
"Festival Express","Jul 23, 2004","ThinkFilm","Concert/Performance","R"
"A Home at the End of the World","Jul 23, 2004","Warner Independent","Drama","R"
"Zatoichi","Jul 23, 2004","Miramax","Action","R"
"Ju-On: The Grudge","Jul 23, 2004","Vitagraph Films","Horror","R"
"Garden State","Jul 28, 2004","Fox Searchlight","Drama","R"
"The Manchurian Candidate","Jul 30, 2004","Paramount Pictures","Thriller/Suspense","R"
"Harold & Kumar Go to White Castle","Jul 30, 2004","New Line","Comedy","R"
"Confidences trop intimes","Jul 30, 2004","Paramount Vantage","Drama","R"
"She Hate Me","Jul 30, 2004","Sony Pictures","Comedy","R"
"Proteus","Jul 30, 2004","Strand","Documentary","R"
"Collateral","Aug 6, 2004","Dreamworks SKG","Action","R"
"Open Water","Aug 6, 2004","Lionsgate","Thriller/Suspense","R"
"Code 46","Aug 6, 2004","MGM","","R"
"Last Life in the Universe","Aug 6, 2004","","Comedy","R"
"Stander","Aug 6, 2004","","Drama","R"
"We Don't Live Here Anymore","Aug 13, 2004","Warner Bros.","Drama","R"
"Exorcist: The Beginning","Aug 20, 2004","Warner Bros.","Horror","R"
"Nicotina","Aug 20, 2004","Arenas Entertainment","Black Comedy","R"
"Bright Young Things","Aug 20, 2004","ThinkFilm","Comedy","R"
"Mean Creek","Aug 20, 2004","Paramount Vantage","Drama","R"
"Suspect Zero","Aug 27, 2004","Paramount Pictures","Thriller/Suspense","R"
"Chooch","Aug 27, 2004","Artistic License","Comedy","R"
"Tae Guik Gi: The Brotherhood of War","Sep 3, 2004","IDP Distribution","Drama","R"
"Warriors of Heaven and Earth","Sep 3, 2004","Sony Pictures","Action","R"
"Resident Evil: Apocalypse","Sep 10, 2004","Sony Pictures","Horror","R"
"Criminal","Sep 10, 2004","Warner Bros.","Drama","R"
"When Will I Be Loved","Sep 10, 2004","IFC Films","Drama","R"
"Malevolence","Sep 10, 2004","Painted Zebra Relea…","Horror","R"
"Silver City","Sep 17, 2004","Newmarket Films","Black Comedy","R"
"Head in the Clouds","Sep 17, 2004","Sony Pictures","Drama","R"
"Zelary","Sep 17, 2004","Sony Pictures Classics","Drama","R"
"Particles of Truth","Sep 17, 2004","Matter Productions","","R"
"The Motorcycle Diaries","Sep 24, 2004","Focus Features","Drama","R"
"Shaun of the Dead","Sep 24, 2004","Focus/Rogue Pictures","Comedy","R"
"The Last Shot","Sep 24, 2004","Walt Disney","Comedy","R"
"The Yes Men","Sep 24, 2004","MGM","Documentary","R"
"Mou gaan dou","Sep 24, 2004","Miramax","Drama","R"
"The Hillside Strangler","Sep 24, 2004","Tartan Films","Horror","R"
"Rick","Sep 24, 2004","","","R"
"I Heart Huckabees","Oct 1, 2004","Fox Searchlight","Comedy","R"
"Woman Thou Art Loosed","Oct 1, 2004","Magnolia Pictures","Drama","R"
"Stage Beauty","Oct 8, 2004","Artisan","Drama","R"
"Around the Bend","Oct 8, 2004","Warner Independent","Drama","R"
"Vera Drake","Oct 10, 2004","Fine Line","Drama","R"
"Team America: World Police","Oct 15, 2004","Paramount Pictures","Comedy","R"
"Being Julia","Oct 15, 2004","Sony Pictures","Drama","R"
"P.S.","Oct 15, 2004","Newmarket Films","Drama","R"
"Riding the Bullet","Oct 15, 2004","Innovation Film Group","Horror","R"
"Eulogy","Oct 15, 2004","Artisan","Comedy","R"
"Sideways","Oct 22, 2004","Fox Searchlight","Drama","R"
"The Machinist","Oct 22, 2004","Paramount Vantage","Thriller/Suspense","R"
"Undertow","Oct 22, 2004","MGM","Drama","R"
"A Fish Without a Bicycle","Oct 22, 2004","Newmark/Echelon Ent.","Comedy","R"
"Evil Remains","Oct 22, 2004","Screen Media Films","Horror","R"
"Stella Street","Oct 22, 2004","Strand","Comedy","R"
"Fallen Angels","Oct 22, 2004","","","R"
"Saw","Oct 29, 2004","Lionsgate","Horror","R"
"Birth","Oct 29, 2004","New Line","Drama","R"
"Enduring Love","Oct 29, 2004","Paramount Vantage","Thriller/Suspense","R"
"It's All About Love","Oct 29, 2004","Strand","Drama","R"
"Artworks","Oct 29, 2004","Panorama Entertainment","Drama","R"
"800 balas","Oct 29, 2004","TLA Releasing","Comedy","R"
"Alfie","Nov 5, 2004","Paramount Pictures","Comedy","R"
"Fade to Black","Nov 5, 2004","Paramount Vantage","Documentary","R"
"Cachorro","Nov 5, 2004","TLA Releasing","Comedy","R"
"Overnight","Nov 10, 2004","ThinkFilm","Documentary","R"
"Bridget Jones: The Edge Of Reason","Nov 12, 2004","Universal","Romantic Comedy","R"
"Seed of Chucky","Nov 12, 2004","Focus/Rogue Pictures","Horror","R"
"Kinsey","Nov 12, 2004","Fox Searchlight","Drama","R"
"Master of the Game","Nov 12, 2004","RS Entertainment","","R"
"Alexander","Nov 24, 2004","Warner Bros.","Adventure","R"
"Un long dimanche de fiançailles","Nov 26, 2004","Warner Bros.","Drama","R"
"A Fond Kiss","Nov 26, 2004","Castle Hill Product…","Drama","R"
"Easy","Nov 26, 2004","Magic Lamp","Romantic Comedy","R"
"Purple Butterfly","Nov 26, 2004","Palm Pictures","Drama","R"
"Closer","Dec 3, 2004","Sony Pictures","Drama","R"
"A Tale of Two Sisters","Dec 3, 2004","Tartan Films","Horror","R"
"This Girl's Life","Dec 3, 2004","Miracle Mile Films","","R"
"Blade: Trinity","Dec 8, 2004","New Line","Action","R"
"Born Into Brothels: Calcutta's Red Light Kids","Dec 8, 2004","ThinkFilm","Documentary","R"
"The Life Aquatic with Steve Zissou","Dec 10, 2004","Walt Disney","Comedy","R"
"Fabled","Dec 10, 2004","Indican Pictures","Horror","R"
"Bandido","Dec 10, 2004","IFG","Western","R"
"The Green Butchers","Dec 10, 2004","Newmarket Films","Comedy","R"
"Freeze Frame","Dec 10, 2004","First Look","Thriller/Suspense","R"
"Imaginary Heroes","Dec 17, 2004","Sony Pictures Classics","Drama","R"
"The Woodsman","Dec 24, 2004","Newmarket Films","Drama","R"
"The Merchant of Venice","Dec 29, 2004","Sony Pictures Classics","Drama","R"
"The Assassination of Richard Nixon","Dec 29, 2004","ThinkFilm","Drama","R"
"A Love Song for Bobby Long","Dec 29, 2004","Lionsgate","Drama","R"
"Appurushîdo","Jan 14, 2005","Geneon Entertainment","Action","R"
"Assault On Precinct 13","Jan 19, 2005","Focus/Rogue Pictures","Action","R"
"Hide and Seek","Jan 28, 2005","20th Century Fox","Thriller/Suspense","R"
"Alone in the Dark","Jan 28, 2005","Lionsgate","Horror","R"
"Fascination","Jan 28, 2005","MGM","Thriller/Suspense","R"
"Rory O'Shea Was Here","Feb 4, 2005","Focus Features","Drama","R"
"Daybreak","Feb 4, 2005","Newmarket Films","Drama","R"
"Emile","Feb 4, 2005","Castle Hill Product…","Drama","R"
"Blackball","Feb 9, 2005","First Look","Comedy","R"
"Ong-Bak","Feb 11, 2005","Magnolia Pictures","Action","R"
"Constantine","Feb 18, 2005","Warner Bros.","Action","R"
"Der Untergang","Feb 18, 2005","Newmarket Films","Drama","R"
"Up & Down","Feb 25, 2005","Sony Pictures Classics","Comedy","R"
"Sex Sells: The Making of Touche","Feb 25, 2005","HB Filmworks","Comedy","R"
"La meglio gioventù","Mar 2, 2005","Miramax","Drama","R"
"The Jacket","Mar 4, 2005","Warner Independent","Thriller/Suspense","R"
"Hostage","Mar 11, 2005","Miramax","Action","R"
"The Upside of Anger","Mar 11, 2005","New Line","Drama","R"
"Dot the I","Mar 11, 2005","Freestyle Releasing","Drama","R"
"In My Country","Mar 11, 2005","Sony Pictures Classics","Drama","R"
"The Boys from County Clare","Mar 11, 2005","First Look","Comedy","R"
"Mail Order Wife","Mar 11, 2005","First Independent/D…","Comedy","R"
"The Helix…Loaded","Mar 18, 2005","Romar","Comedy","R"
"The Ballad of Jack and Rose","Mar 25, 2005","IFC Films","Drama","R"
"Oldboy","Mar 25, 2005","Tartan Films","Thriller/Suspense","R"
"Sin City","Apr 1, 2005","Miramax/Dimension","Action","R"
"Kontroll","Apr 1, 2005","ThinkFilm","Thriller/Suspense","R"
"Kung Fu Hustle","Apr 8, 2005","Sony Pictures Classics","Action","R"
"Winter Solstice","Apr 8, 2005","Paramount Vantage","Drama","R"
"Eros","Apr 8, 2005","Warner Independent","Drama","R"
"Chrystal","Apr 8, 2005","First Look","Drama","R"
"State Property 2","Apr 13, 2005","Lionsgate","Action","R"
"The Amityville Horror","Apr 15, 2005","Filmways Pictures","Horror","R"
"A Wake in Providence","Apr 15, 2005","Indican Pictures","Comedy","R"
"It's All Gone Pete Tong","Apr 15, 2005","Matson","Drama","R"
"Never Been Thawed","Apr 15, 2005","Indican Pictures","Comedy","R"
"The Man Who Copied","Apr 22, 2005","TLA Releasing","Drama","R"
"Dallas 362","Apr 22, 2005","ThinkFilm","Drama","R"
"The Holy Girl","Apr 29, 2005","Fine Line","Drama","R"
"Bin-jip","Apr 29, 2005","Sony Pictures Classics","Drama","R"
"Death of a Dynasty","Apr 29, 2005","TLA Releasing","Black Comedy","R"
"Crash","May 6, 2005","Lionsgate","Drama","R"
"Kingdom of Heaven","May 6, 2005","20th Century Fox","Adventure","R"
"House of Wax","May 6, 2005","Warner Bros.","Horror","R"
"Brødre","May 6, 2005","IFC Films","Drama","R"
"Jiminy Glick in La La Wood","May 6, 2005","MGM","Comedy","R"
"Fighting Tommy Riley","May 6, 2005","Freestyle Releasing","Drama","R"
"Twin Sisters","May 6, 2005","Miramax","Drama","R"
"Citizen Verdict","May 6, 2005","Innovation Film Group","Black Comedy","R"
"Danny the Dog","May 13, 2005","Focus/Rogue Pictures","Action","R"
"Mindhunters","May 13, 2005","Miramax/Dimension","Thriller/Suspense","R"
"Layer Cake","May 13, 2005","Sony Pictures Classics","Thriller/Suspense","R"
"Modigliani","May 13, 2005","Bauer Martinez","Drama","R"
"Tell Them Who You Are","May 13, 2005","ThinkFilm","Documentary","R"
"Dominion: Prequel to the Exorcist","May 20, 2005","Warner Bros.","Horror","R"
"Saving Face","May 27, 2005","Sony Pictures Classics","Comedy","R"
"A League of Ordinary Gentlemen","May 27, 2005","Magnolia Pictures","Documentary","R"
"Bomb the System","May 27, 2005","Palm Pictures","Drama","R"
"Après vous...","Jun 3, 2005","Paramount Vantage","Comedy","R"
"Rock School","Jun 3, 2005","Picturehouse","Documentary","R"
"Milwaukee, Minnesota","Jun 3, 2005","Tartan Films","Drama","R"
"High Tension","Jun 10, 2005","Lionsgate","Horror","R"
"5×2","Jun 10, 2005","ThinkFilm","Comedy","R"
"Pure","Jun 10, 2005","Indican Pictures","Drama","R"
"Me and You and Everyone We Know","Jun 17, 2005","IFC Films","Drama","R"
"Heights","Jun 17, 2005","Sony Pictures Classics","Drama","R"
"My Summer of Love","Jun 17, 2005","Focus Features","Drama","R"
"The Deal","Jun 17, 2005","","","R"
"George A. Romero's Land of the Dead","Jun 24, 2005","Universal","Horror","R"
"Yes","Jun 24, 2005","Sony Pictures Classics","Drama","R"
"Lila dit ça","Jun 24, 2005","Samuel Goldwyn Films","Drama","R"
"Undead","Jul 1, 2005","Lionsgate","Horror","R"
"Saraband","Jul 8, 2005","Sony Pictures Classics","Drama","R"
"The Beautiful Country","Jul 8, 2005","Sony Pictures Classics","Drama","R"
"Cronicas","Jul 8, 2005","Palm Pictures","Drama","R"
"Wedding Crashers","Jul 15, 2005","New Line","Comedy","R"
"Happy Endings","Jul 15, 2005","Lionsgate","Drama","R"
"On the Outs","Jul 15, 2005","Fader Films","Drama","R"
"The Warrior","Jul 15, 2005","Miramax","Adventure","R"
"Hustle & Flow","Jul 22, 2005","Paramount Vantage","Drama","R"
"The Devil's Rejects","Jul 22, 2005","Lionsgate","Horror","R"
"Last Days","Jul 22, 2005","Picturehouse","Drama","R"
"November","Jul 22, 2005","Sony Pictures Classics","Drama","R"
"The Edukators","Jul 22, 2005","IFC Films","Drama","R"
"Junebug","Aug 3, 2005","Sony Pictures Classics","Drama","R"
"Broken Flowers","Aug 5, 2005","Focus Features","Romantic Comedy","R"
"2046","Aug 5, 2005","Sony Pictures Classics","Drama","R"
"Secuestro Express","Aug 5, 2005","Miramax","Action","R"
"The Chumscrubber","Aug 5, 2005","Picturehouse","Drama","R"
"Chaos","Aug 5, 2005","Dinsdale Releasing","Horror","R"
"Four Brothers","Aug 12, 2005","Paramount Pictures","Drama","R"
"Deuce Bigalow: European Gigolo","Aug 12, 2005","Sony Pictures","Comedy","R"
"The Great Raid","Aug 12, 2005","Miramax","Action","R"
"Grizzly Man","Aug 12, 2005","Lionsgate","Documentary","R"
"Asylum","Aug 12, 2005","Paramount Vantage","Thriller/Suspense","R"
"Pretty Persuasion","Aug 12, 2005","Samuel Goldwyn Films","Comedy","R"
"11:14","Aug 12, 2005","","Drama","R"
"The 40 Year-old Virgin","Aug 19, 2005","Universal","Comedy","R"
"Boksuneun naui geot","Aug 19, 2005","Tartan Films","Drama","R"
"Reel Paradise","Aug 19, 2005","WellSpring","Documentary","R"
"Now & Forever","Aug 19, 2005","Illuminare","Drama","R"
"De Zaak Alzheimer","Aug 26, 2005","Sony Pictures Classics","Action","R"
"Matando Cabos","Aug 26, 2005","Televisa Cine","Action","R"
"Eternal","Aug 26, 2005","Regent Releasing","Drama","R"
"The Constant Gardener","Aug 31, 2005","Focus Features","Drama","R"
"Green Street Hooligans","Sep 9, 2005","Freestyle Releasing","Drama","R"
"Side Effects","Sep 9, 2005","Sky Island","Romantic Comedy","R"
"Keane","Sep 9, 2005","Magnolia Pictures","Drama","R"
