"Movie","ReleaseDate","ProductionBudget","DomesticGross","WorldwideGross","Distributor","Genre","Rating"
"Oddball","12/06/2016","$7,000,000","$0","$10,237,229","Momentum Pictures","Adventure","NR"
"Criminal Activities","11/20/2015","$7,000,000","$0","$386,744","RLJ Entertainment","Thriller/Suspense","NR"
"The Kings of Appletown","12/12/2008","$7,000,000","$0","$0","","Action","PG"
"Pale Rider","06/28/1985","$6,900,000","$41,410,568","$41,410,568","Warner Bros.","Western","R"
"House at the End of the Street","09/21/2012","$6,900,000","$31,611,916","$44,103,982","Relativity","Horror","PG-13"
"Dazed and Confused","09/24/1993","$6,900,000","$7,950,889","$7,950,889","Universal","Comedy","R"
"Incendies","09/17/2010","$6,800,000","$6,857,096","$16,038,343","Sony Pictures Classics","Drama","R"
"Aimée & Jaguar","08/11/2000","$6,800,000","$927,107","$927,107","Zeitgeist","Drama","NR"
"The Chumscrubber","08/05/2005","$6,800,000","$49,526","$49,526","Picturehouse","Drama","R"
"Shade","04/09/2004","$6,800,000","$25,032","$9,533,964","","","R"
"Bran Nue Dae","09/10/2010","$6,750,000","$113,568","$6,812,530","Freestyle Releasing","Musical","PG-13"
"Remember Me, My Love","09/03/2004","$6,700,000","$223,878","$223,878","IDP Distribution","Comedy","NR"
"Perrier’s Bounty","05/21/2010","$6,600,000","$828","$828","","","R"
"Tropa de Elite","09/19/2008","$6,537,890","$8,744","$14,319,195","IFC Films","Action","R"
"Annabelle","10/03/2014","$6,500,000","$84,273,813","$256,862,920","Warner Bros.","Horror","R"
"Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour","02/01/2008","$6,500,000","$65,281,781","$70,712,099","Walt Disney","Concert/Performance","G"
"Boyz n the Hood","07/12/1991","$6,500,000","$56,190,094","$56,200,634","Sony Pictures","Drama","R"
"La Bamba","07/24/1987","$6,500,000","$54,215,416","$54,215,416","Sony Pictures","Drama","PG-13"
"The Four Seasons","05/22/1981","$6,500,000","$42,488,161","$42,488,161","Universal","Comedy","PG"
"The Adventures of Huck Finn","04/02/1993","$6,500,000","$24,103,594","$24,103,594","Walt Disney","Adventure","PG"
"Go!","04/09/1999","$6,500,000","$16,875,273","$28,383,441","Sony Pictures","Black Comedy","R"
"Friends with Money","04/07/2006","$6,500,000","$13,368,437","$18,110,152","Sony Pictures Classics","Comedy","R"
"The Andromeda Strain","01/01/1971","$6,500,000","$12,376,563","$12,376,563","Universal","Thriller/Suspense","G"
"Bats","10/22/1999","$6,500,000","$10,155,691","$10,155,691","Sony Pictures","Horror","R"
"Nowhere in Africa","03/07/2003","$6,500,000","$6,173,485","$6,173,485","Zeitgeist","Drama","R"
"Shame","12/02/2011","$6,500,000","$4,002,293","$20,412,841","Fox Searchlight","Drama","NC17"
"Layer Cake","05/13/2005","$6,500,000","$2,339,957","$11,745,931","Sony Pictures Classics","Thriller/Suspense","R"
"The East","05/31/2013","$6,500,000","$2,274,649","$3,027,956","Fox Searchlight","Drama","PG-13"
"The Work and the Glory: American Zion","10/21/2005","$6,500,000","$2,025,032","$2,025,032","Vineyard Distribution","Drama","PG-13"
"The Messenger","11/13/2009","$6,500,000","$1,109,660","$1,744,952","Oscilloscope Pictures","Drama","R"
"A Home at the End of the World","07/23/2004","$6,500,000","$1,029,017","$1,033,810","Warner Independent","Drama","R"
"Aberdeen","08/17/2001","$6,500,000","$64,148","$64,148","First Run Features","Drama","NR"
"The Terminator","10/26/1984","$6,400,000","$38,019,031","$78,019,031","Orion Pictures","Action","R"
"Good Bye, Lenin!","02/27/2004","$6,400,000","$4,063,859","$79,384,539","Sony Pictures Classics","Comedy","R"
"Control","10/10/2007","$6,400,000","$871,577","$8,902,141","Weinstein Co.","Drama","R"
"The Damned United","10/09/2009","$6,400,000","$449,865","$4,199,874","Sony Pictures Classics","Drama","R"
"Die Fälscher","02/22/2008","$6,250,000","$5,488,570","$20,199,663","Sony Pictures Classics","Drama","R"
"Gomorra","02/13/2009","$6,200,000","$1,579,146","$37,339,594","IFC Films","Drama","NR"
"Mallrats","10/20/1995","$6,100,000","$2,108,367","$2,108,367","Gramercy","Comedy","R"
"Grease","06/16/1978","$6,000,000","$181,813,770","$387,513,770","Paramount Pictures","Musical","PG"
"Platoon","12/19/1986","$6,000,000","$137,963,328","$137,963,328","Orion Pictures","Drama","R"
"Fahrenheit 9/11","06/23/2004","$6,000,000","$119,114,517","$221,148,959","Lionsgate","Documentary","R"
"Butch Cassidy and the Sundance Kid","10/24/1969","$6,000,000","$102,308,900","$102,308,900","20th Century Fox","Western","PG"
"Mary Poppins","08/26/1964","$6,000,000","$102,300,000","$102,300,000","","Musical","G"
"Ordinary People","09/19/1980","$6,000,000","$52,302,978","$52,302,978","Paramount Pictures","Drama","R"
"West Side Story","10/18/1961","$6,000,000","$43,700,000","$43,700,000","","Musical","NR"
"Around the World in 80 Days","10/17/1956","$6,000,000","$42,000,000","$42,000,000","United Artists","Adventure","PG"
"The Brothers","03/23/2001","$6,000,000","$27,457,409","$27,958,191","Sony Pictures","Comedy","R"
"The Wrestler","12/17/2008","$6,000,000","$26,238,243","$46,634,275","Fox Searchlight","Drama","R"
"Do the Right Thing","06/30/1989","$6,000,000","$26,004,026","$26,004,026","Universal","Comedy","R"
"Escape from New York","07/10/1981","$6,000,000","$25,244,700","$25,244,700","Avco Embassy","Action","R"
"The Wood","07/16/1999","$6,000,000","$25,059,640","$25,059,640","Paramount Pictures","Comedy","R"
"The Usual Suspects","08/16/1995","$6,000,000","$23,341,568","$34,449,356","Gramercy","Drama","R"
"A Nightmare On Elm Street: The Dream Child","08/11/1989","$6,000,000","$22,168,359","$22,168,359","New Line","Horror","R"
"National Lampoon's Van Wilder","04/05/2002","$6,000,000","$21,305,259","$39,241,323","Artisan","Comedy","R"
"Duel in the Sun","12/31/1946","$6,000,000","$20,400,000","$20,400,000","","Western","NR"
"Best in Show","09/27/2000","$6,000,000","$18,621,249","$20,695,413","Warner Bros.","Comedy","PG-13"
"The Last King of Scotland","09/27/2006","$6,000,000","$17,606,684","$49,155,371","Fox Searchlight","Drama","R"
"A Mighty Wind","04/16/2003","$6,000,000","$17,583,468","$18,504,539","Warner Bros.","Comedy","PG-13"
"School Daze","02/12/1988","$6,000,000","$14,545,844","$14,545,844","Sony Pictures","Drama","R"
"Daddy Day Camp","08/08/2007","$6,000,000","$13,235,267","$18,209,872","Sony Pictures","Comedy","PG"
"Mystic Pizza","10/21/1988","$6,000,000","$12,793,213","$12,793,213","Samuel Goldwyn Films","Comedy","R"
"Mr. Nice Guy","03/20/1998","$6,000,000","$12,716,953","$31,716,953","New Line","Action","PG-13"
"War and Peace","01/01/1956","$6,000,000","$12,500,000","$12,500,000","","","PG"
"Sliding Doors","04/24/1998","$6,000,000","$11,911,200","$58,809,149","Miramax","Drama","PG-13"
"Tales from the Hood","05/24/1995","$6,000,000","$11,784,569","$11,784,569","Savoy","Horror","R"
"Halloween 5: The Revenge of Michael Myers","10/13/1989","$6,000,000","$11,642,254","$11,642,254","Galaxy Internationa…","Horror","R"
"The Words","09/07/2012","$6,000,000","$11,494,838","$16,369,708","CBS Films","Drama","PG-13"
"Bernie","04/27/2012","$6,000,000","$9,204,489","$10,106,975","Alchemy","Black Comedy","PG-13"
"Pollock","12/15/2000","$6,000,000","$8,596,914","$10,557,291","Sony Pictures Classics","Drama","R"
"Dolphins and Whales Tribes of the Ocean 3D","02/15/2008","$6,000,000","$7,714,996","$17,252,287","3D Entertainment","Documentary","NR"
"200 Cigarettes","02/26/1999","$6,000,000","$6,852,450","$6,852,450","Paramount Pictures","Romantic Comedy","R"
"City Island","03/19/2010","$6,000,000","$6,671,283","$8,173,486","Anchor Bay Entertai…","Comedy","PG-13"
"Casa de mi Padre","03/16/2012","$6,000,000","$5,909,483","$8,446,952","Lionsgate","Comedy","R"
"The Guard","07/29/2011","$6,000,000","$5,359,774","$21,197,454","Sony Pictures Classics","Comedy","R"
"The Virgin Suicides","04/21/2000","$6,000,000","$4,859,475","$10,619,770","Paramount Vantage","Black Comedy","R"
"College","08/29/2008","$6,000,000","$4,694,491","$6,176,114","MGM","Comedy","R"
"La science des rêves","09/22/2006","$6,000,000","$4,670,644","$15,137,932","Warner Independent","Comedy","R"
"Little Voice","12/04/1998","$6,000,000","$4,595,000","$21,787,233","Miramax","Musical","R"
"Miss March","03/13/2009","$6,000,000","$4,543,320","$4,713,059","20th Century Fox","Comedy","R"
"Simply Irresistible","02/05/1999","$6,000,000","$4,398,989","$4,398,989","20th Century Fox","Romantic Comedy","PG-13"
"Wish I Was Here","07/18/2014","$6,000,000","$3,591,299","$6,591,365","Focus Features","Comedy","R"
"Venus","12/21/2006","$6,000,000","$3,347,411","$7,818,479","Miramax","Drama","R"
"Veronica Mars","03/14/2014","$6,000,000","$3,322,127","$3,485,383","Warner Bros.","Drama","PG-13"
"Only the Strong","08/27/1993","$6,000,000","$3,273,588","$3,273,588","","","PG-13"
"Hedwig and the Angry Inch","07/20/2001","$6,000,000","$3,067,312","$3,740,030","Fine Line","Musical","R"
"Shattered Glass","10/31/2003","$6,000,000","$2,207,975","$3,456,602","Lionsgate","Drama","PG-13"
"The Wackness","07/03/2008","$6,000,000","$2,077,046","$3,330,012","Sony Pictures Classics","Comedy","R"
"Novocaine","11/16/2001","$6,000,000","$2,025,238","$2,522,928","Artisan","Comedy","R"
"Snow Flower and the Secret Fan","07/15/2011","$6,000,000","$1,348,205","$11,348,205","Fox Searchlight","Drama","PG-13"
"The Business of Strangers","12/07/2001","$6,000,000","$1,030,920","$1,290,920","IFC Films","Drama","R"
"Jûsan-nin no shikaku","04/29/2011","$6,000,000","$802,778","$18,727,440","Magnolia Pictures","Action","R"
"The 5th Quarter","03/25/2011","$6,000,000","$408,159","$408,159","Rocky Mountain Pict…","Drama","PG"
"Morvern Callar","12/20/2002","$6,000,000","$267,194","$267,194","","","R"
"The Flower of Evil","10/10/2003","$6,000,000","$181,798","$181,798","","","R"
"Akmareul Boatda","03/04/2011","$6,000,000","$129,210","$13,168,809","Magnet Pictures","Thriller/Suspense","NR"
"Come Early Morning","11/10/2006","$6,000,000","$119,452","$119,452","IDP/Goldwyn/Roadside","Drama","R"
"The Greatest","04/02/2010","$6,000,000","$115,862","$117,796","Paladin","Drama","R"
"Deadfall","12/07/2012","$6,000,000","$66,351","$1,673,635","Magnolia Pictures","Thriller/Suspense","NR"
"Julia","05/08/2009","$6,000,000","$65,108","$1,365,108","Magnolia Pictures","Thriller/Suspense","NR"
"Lucky Break","04/05/2002","$6,000,000","$54,606","$4,316,497","Paramount Pictures","","PG-13"
"Surfer, Dude","09/05/2008","$6,000,000","$36,497","$36,497","Anchor Bay Entertai…","Comedy","R"
"Song One","01/23/2015","$6,000,000","$32,251","$437,089","Cinedigm/Film Arcade","Drama","PG-13"
"Lake of Fire","10/03/2007","$6,000,000","$25,317","$26,007","ThinkFilm","Documentary","NR"
"Don McKay","04/02/2010","$6,000,000","$13,722","$13,722","","","R"
"11:14","08/12/2005","$6,000,000","$0","$0","","Drama","R"
"Emma","08/02/1996","$5,900,000","$22,231,658","$37,831,658","Miramax","Romantic Comedy","PG"
"L'auberge espagnole","03/21/2003","$5,900,000","$3,895,664","$3,895,664","Fox Searchlight","Comedy","R"
"Planet of the Apes","02/08/1968","$5,800,000","$33,395,426","$33,395,426","","","G"
"Winter in Wartime","03/18/2011","$5,800,000","$542,860","$9,662,214","Sony Pictures Classics","Drama","R"
"Foolproof","10/03/2003","$5,800,000","$230,312","$421,021","","","R"
"Trade of Innocents","10/05/2012","$5,800,000","$15,091","$15,091","Monterey Media","Thriller/Suspense","PG-13"
"Tom yum goong","09/08/2006","$5,700,000","$12,044,087","$43,044,087","Weinstein Co.","Action","R"
"The Inbetweeners","09/07/2012","$5,700,000","$35,955","$86,051,320","Wrekin Hill Enterta…","Comedy","R"
"Valhalla Rising","07/16/2010","$5,700,000","$30,638","$731,613","IFC Films","Action","NR"
"Bend it Like Beckham","03/12/2003","$5,600,000","$32,543,449","$74,566,042","Fox Searchlight","Drama","PG-13"
"Crossover","09/01/2006","$5,600,000","$7,009,668","$7,009,668","Sony Pictures","Drama","PG-13"
"Sunshine State","06/21/2002","$5,600,000","$3,064,356","$3,281,898","Sony Pictures Classics","Drama","PG-13"
"Standing Ovation","07/16/2010","$5,600,000","$531,806","$531,806","Rocky Mountain Pict…","","PG"
"Khiladi 786","12/07/2012","$5,600,000","$385,422","$14,683,763","Eros Entertainment","","NR"
"[Rec] 2","07/09/2010","$5,600,000","$27,766","$18,527,766","Magnolia Pictures","","R"
"The Sting","12/25/1973","$5,500,000","$159,616,327","$159,616,327","Universal","Comedy","PG"
"Chariots of Fire","09/25/1981","$5,500,000","$57,159,946","$57,467,731","Warner Bros.","Drama","PG"
"Diary of a Mad Black Woman","02/25/2005","$5,500,000","$50,406,346","$50,458,356","Lionsgate","Drama","PG-13"
"Shine","11/22/1996","$5,500,000","$35,811,509","$36,663,895","Fine Line","Drama","PG-13"
"Don Jon","09/27/2013","$5,500,000","$24,477,704","$41,268,579","Relativity","Romantic Comedy","R"
"High Plains Drifter","08/22/1973","$5,500,000","$15,700,000","$15,700,000","Universal","Western","NR"
"Ghost World","07/20/2001","$5,500,000","$6,217,849","$8,761,608","MGM","Comedy","R"
"Iris","12/14/2001","$5,500,000","$5,580,479","$15,155,021","Miramax","Drama","R"
"Les Choristes","11/26/2004","$5,500,000","$3,629,758","$83,529,758","Miramax","Drama","PG-13"
"Mambo Italiano","06/06/2003","$5,500,000","$3,031,801","$6,148,823","Goldwyn Entertainment","Comedy","R"
"Wonderland","10/03/2003","$5,500,000","$1,060,512","$1,060,512","Lionsgate","Drama","R"
"De battre mon coeur s'est arrêté","07/01/2005","$5,500,000","$1,023,424","$8,589,831","WellSpring","Drama","NR"
"Haevnen","04/01/2011","$5,500,000","$1,008,098","$15,867,314","Sony Pictures Classics","Drama","R"
"Le Havre","10/21/2011","$5,500,000","$611,709","$13,480,196","Janus Films","Drama","NR"
"Harvard Man","05/17/2002","$5,500,000","$56,653","$56,653","","Drama","R"
"Salvation Boulevard","07/15/2011","$5,500,000","$28,468","$28,468","IFC Films","Comedy","R"
"R100","01/23/2015","$5,500,000","$24,956","$24,956","Drafthouse Films","Black Comedy","NR"
"Irreversible","03/07/2003","$5,400,000","$792,200","$8,133,256","Lionsgate","Drama","NR"
"Rang De Basanti","01/27/2006","$5,300,000","$2,197,694","$29,197,694","UTV Communications","Drama","NR"
"Grabbers","07/19/2013","$5,300,000","$0","$440,821","IFC Midnight","Black Comedy","NR"
"La Vie d'Adèle – Chapitres 1 & 2","10/11/2013","$5,250,000","$2,450,504","$22,934,370","IFC Films","Drama","NC17"
"Hodejegerne","04/27/2012","$5,250,000","$1,200,010","$20,188,740","Magnolia Pictures","Thriller/Suspense","R"
"The Ten","08/03/2007","$5,250,000","$769,726","$786,677","ThinkFilm","Comedy","R"
"A Room for Romeo Brass","10/27/2000","$5,250,000","$20,097","$20,097","","","R"
"Saint Ralph","08/05/2005","$5,200,000","$795,126","$1,695,126","Samuel Goldwyn Films","Comedy","PG-13"
"Dum Maaro Dum","04/22/2011","$5,200,000","$564,489","$11,633,427","Fox Searchlight","Drama","R"
"My Big Fat Greek Wedding","04/19/2002","$5,000,000","$241,438,208","$374,890,034","IFC Films","Romantic Comedy","PG"
"Get Out","02/24/2017","$5,000,000","$176,010,690","$254,963,299","Universal","Horror","R"
"Split","01/20/2017","$5,000,000","$138,141,585","$278,449,984","Universal","Horror","PG-13"
"Paranormal Activity 3","10/21/2011","$5,000,000","$104,028,807","$202,053,386","Paramount Pictures","Horror","R"
"Saw II","10/28/2005","$5,000,000","$87,025,093","$152,925,093","Lionsgate","Horror","R"
"Insidious Chapter 2","09/13/2013","$5,000,000","$83,586,447","$161,921,515","FilmDistrict","Horror","PG-13"
"10 Cloverfield Lane","03/11/2016","$5,000,000","$72,082,999","$108,286,422","Paramount Pictures","Thriller/Suspense","PG-13"
"Lights Out","07/22/2016","$5,000,000","$67,268,835","$148,868,835","Warner Bros.","Horror","PG-13"
"The Visit","09/11/2015","$5,000,000","$65,206,105","$98,689,296","Universal","Thriller/Suspense","PG-13"
"Jackass: The Movie","10/25/2002","$5,000,000","$64,282,312","$79,282,312","Paramount Pictures","Comedy","R"
"Happy Death Day","10/13/2017","$5,000,000","$55,683,845","$120,605,654","Universal","Thriller/Suspense","PG-13"
"Paranormal Activity 4","10/19/2012","$5,000,000","$53,900,335","$140,619,520","Paramount Pictures","Horror","R"
"Ouija","10/24/2014","$5,000,000","$50,856,010","$103,683,342","Universal","Horror","PG-13"
"A Nightmare On Elm Street 3: Dream Warriors","02/27/1987","$5,000,000","$44,793,222","$44,793,222","New Line","Horror","R"
"No se Aceptan Devoluciones","08/30/2013","$5,000,000","$44,467,206","$100,486,616","Lionsgate","Comedy","PG-13"
"The Gift","08/07/2015","$5,000,000","$43,787,265","$58,978,653","STX Entertainment","Thriller/Suspense","R"
"The Big Sick","06/23/2017","$5,000,000","$42,872,467","$53,005,454","Lionsgate","Romantic Comedy","R"
"Freddy’s Dead: The Final Nightmare","09/13/1991","$5,000,000","$34,872,033","$34,872,033","New Line","Horror","R"
"Monster","12/24/2003","$5,000,000","$34,469,210","$64,240,813","Newmarket Films","Drama","R"
"Paranormal Activity: The Marked Ones","01/03/2014","$5,000,000","$32,462,372","$87,251,115","Paramount Pictures","Horror","R"
"Oculus","04/11/2014","$5,000,000","$27,695,246","$44,115,496","Relativity","Horror","R"
"Dallas Buyers Club","11/01/2013","$5,000,000","$27,298,285","$60,611,845","Focus Features","Drama","R"
"No Escape","08/26/2015","$5,000,000","$27,288,872","$42,844,516","Weinstein Co.","Thriller/Suspense","R"
"The Lazarus Effect","02/27/2015","$5,000,000","$25,801,570","$35,341,814","Lionsgate","Horror","PG-13"
"Memento","03/16/2001","$5,000,000","$25,544,867","$39,723,096","Newmarket Films","Drama","R"
"Our Idiot Brother","08/26/2011","$5,000,000","$24,814,830","$25,861,249","Weinstein Co.","Comedy","R"
"Clerks II","07/21/2006","$5,000,000","$24,148,068","$27,342,246","MGM","Comedy","R"
"The Players Club","04/08/1998","$5,000,000","$23,047,939","$23,047,939","New Line","Drama","R"
"Billy Elliot","10/13/2000","$5,000,000","$21,995,263","$109,268,993","Focus Features","Drama","PG-13"
"The Way Way Back","07/05/2013","$5,000,000","$21,502,690","$26,853,810","Fox Searchlight","Comedy","PG-13"
"As Above, So Below","08/29/2014","$5,000,000","$21,222,315","$41,824,066","Universal","Thriller/Suspense","R"
"God’s Not Dead 2","04/01/2016","$5,000,000","$20,773,069","$23,565,072","Pure Flix Entertain…","Drama","PG"
